show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,duration_min,seasons,primary_genre
s104012,TV Show,Title 4013,Unknown,Unknown,"South Korea, Italy",2011-01-13,2006,TV-MA,5 Seasons,"Comedies, International Movies",A Netflix title used for portfolio analytics.,2011,1,,5.0,Comedies
s104013,Movie,Title 4014,Director A,"Actor A, Actor B","United States, United Kingdom",2010-05-30,2000,R,58 min,TV Comedies,A Netflix title used for portfolio analytics.,2010,5,58.0,,TV Comedies
s104014,Movie,Title 4015,Unknown,"Actor A, Actor B",United States,2017-09-18,2014,TV-MA,79 min,TV Comedies,A Netflix title used for portfolio analytics.,2017,9,79.0,,TV Comedies
s104015,Movie,Title 4016,Director Z,Unknown,United States,2010-10-11,2011,TV-MA,108 min,Horror Movies,A Netflix title used for portfolio analytics.,2010,10,108.0,,Horror Movies
s104016,TV Show,Title 4017,Unknown,Unknown,India,2020-02-08,1989,TV-14,7 Seasons,Thrillers,A Netflix title used for portfolio analytics.,2020,2,,7.0,Thrillers
s104017,TV Show,Title 4018,Unknown,Unknown,United States,2009-11-24,2011,TV-14,3 Seasons,"Kids' TV, TV Dramas",A Netflix title used for portfolio analytics.,2009,11,,3.0,Kids' TV
s104018,TV Show,Title 4019,Director E,Unknown,United States,2019-08-04,1996,TV-Y7,1 Season,Kids' TV,A Netflix title used for portfolio analytics.,2019,8,,1.0,Kids' TV
s104019,Movie,Title 4020,Director O,Unknown,United States,2017-11-10,1992,TV-14,111 min,Horror Movies,A Netflix title used for portfolio analytics.,2017,11,111.0,,Horror Movies
s104020,TV Show,Title 4021,Unknown,"Actor A, Actor B",United Kingdom,2020-11-29,2001,TV-14,3 Seasons,Thrillers,A Netflix title used for portfolio analytics.,2020,11,,3.0,Thrillers
s104021,Movie,Title 4022,Unknown,"Actor A, Actor B",United States,2013-10-26,1997,TV-14,45 min,"International Movies, International TV Shows",A Netflix title used for portfolio analytics.,2013,10,45.0,,International Movies
s104022,Movie,Title 4023,Director M,Unknown,Germany,2020-07-15,2008,TV-MA,43 min,Kids' TV,A Netflix title used for portfolio analytics.,2020,7,43.0,,Kids' TV
s104023,Movie,Title 4024,Unknown,Unknown,Australia,2008-09-18,1978,TV-MA,101 min,"Dramas, Stand-Up Comedy",A Netflix title used for portfolio analytics.,2008,9,101.0,,Dramas
s104024,TV Show,Title 4025,Unknown,"Actor A, Actor B",United States,2015-03-12,2010,TV-Y7,7 Seasons,International Movies,A Netflix title used for portfolio analytics.,2015,3,,7.0,International Movies
s104025,Movie,Title 4026,Director E,"Actor A, Actor B",United States,2008-11-18,2002,TV-PG,93 min,"Kids' TV, TV Comedies",A Netflix title used for portfolio analytics.,2008,11,93.0,,Kids' TV
s104026,TV Show,Title 4027,Unknown,Unknown,United States,2018-05-30,2008,TV-Y,2 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.,2018,5,,2.0,Action & Adventure
s104027,Movie,Title 4028,Director Q,"Actor A, Actor B","India, Mexico",2010-07-27,1983,TV-MA,78 min,Thrillers,A Netflix title used for portfolio analytics.,2010,7,78.0,,Thrillers
s104028,Movie,Title 4029,Unknown,Unknown,"India, Nigeria",2013-01-09,1982,TV-Y7,84 min,Dramas,A Netflix title used for portfolio analytics.,2013,1,84.0,,Dramas
s104029,Movie,Title 4030,Unknown,"Actor A, Actor B",South Korea,2020-08-14,1994,PG,76 min,International Movies,A Netflix title used for portfolio analytics.,2020,8,76.0,,International Movies
s104030,TV Show,Title 4031,Unknown,Unknown,Turkey,2009-09-16,1993,R,1 Season,"International Movies, TV Comedies",A Netflix title used for portfolio analytics.,2009,9,,1.0,International Movies
s104031,TV Show,Title 4032,Unknown,Unknown,Canada,2013-11-01,2005,TV-Y,3 Seasons,"Comedies, International TV Shows",A Netflix title used for portfolio analytics.,2013,11,,3.0,Comedies
s104032,TV Show,Title 4033,Director D,Unknown,Nigeria,2019-07-31,1996,TV-Y,3 Seasons,Documentaries,A Netflix title used for portfolio analytics.,2019,7,,3.0,Documentaries
s104033,Movie,Title 4034,Director B,Unknown,Unknown,2019-12-05,2005,TV-Y7,88 min,"Action & Adventure, Documentaries, Dramas",A Netflix title used for portfolio analytics.,2019,12,88.0,,Action & Adventure
s104034,Movie,Title 4035,Unknown,"Actor A, Actor B",India,2011-03-12,1991,TV-MA,94 min,"Action & Adventure, Horror Movies",A Netflix title used for portfolio analytics.,2011,3,94.0,,Action & Adventure
s104035,Movie,Title 4036,Director T,"Actor A, Actor B",Germany,2017-08-12,1994,TV-14,86 min,"Comedies, International Movies",A Netflix title used for portfolio analytics.,2017,8,86.0,,Comedies
s104036,Movie,Title 4037,Director I,Unknown,United Kingdom,2012-11-30,2012,TV-G,80 min,Horror Movies,A Netflix title used for portfolio analytics.,2012,11,80.0,,Horror Movies
s104037,Movie,Title 4038,Unknown,Unknown,India,2019-04-15,1989,TV-14,102 min,TV Comedies,A Netflix title used for portfolio analytics.,2019,4,102.0,,TV Comedies
s104038,TV Show,Title 4039,Unknown,Unknown,United States,2013-05-16,2011,TV-PG,2 Seasons,TV Dramas,A Netflix title used for portfolio analytics.,2013,5,,2.0,TV Dramas
s104039,Movie,Title 4040,Unknown,Unknown,United States,2019-07-14,1980,R,90 min,Thrillers,A Netflix title used for portfolio analytics.,2019,7,90.0,,Thrillers
s104040,Movie,Title 4041,Director E,Unknown,United States,2012-08-26,1991,R,102 min,TV Dramas,A Netflix title used for portfolio analytics.,2012,8,102.0,,TV Dramas
s104041,TV Show,Title 4042,Unknown,"Actor A, Actor B",United Kingdom,2008-07-13,2019,R,3 Seasons,Romantic Movies,A Netflix title used for portfolio analytics.,2008,7,,3.0,Romantic Movies
s104042,Movie,Title 4043,Director N,"Actor A, Actor B",United States,2010-06-15,2006,TV-MA,120 min,"Action & Adventure, Thrillers",A Netflix title used for portfolio analytics.,2010,6,120.0,,Action & Adventure
s104043,Movie,Title 4044,Director U,Unknown,United States,2019-08-20,2014,TV-MA,91 min,Dramas,A Netflix title used for portfolio analytics.,2019,8,91.0,,Dramas
s104044,Movie,Title 4045,Director B,"Actor A, Actor B",United States,2010-11-11,2011,TV-MA,116 min,Horror Movies,A Netflix title used for portfolio analytics.,2010,11,116.0,,Horror Movies
s104045,Movie,Title 4046,Unknown,Unknown,United States,2013-12-16,2018,PG,105 min,"International Movies, Stand-Up Comedy, TV Comedies",A Netflix title used for portfolio analytics.,2013,12,105.0,,International Movies
s104046,Movie,Title 4047,Director V,Unknown,Unknown,2014-01-21,1993,TV-MA,93 min,"Dramas, International Movies",A Netflix title used for portfolio analytics.,2014,1,93.0,,Dramas
s104047,Movie,Title 4048,Unknown,Unknown,Spain,2020-04-07,2014,TV-MA,72 min,Horror Movies,A Netflix title used for portfolio analytics.,2020,4,72.0,,Horror Movies
s104048,Movie,Title 4049,Director Q,Unknown,Italy,2012-12-12,2006,TV-14,104 min,Comedies,A Netflix title used for portfolio analytics.,2012,12,104.0,,Comedies
s104049,Movie,Title 4050,Unknown,"Actor A, Actor B",United States,2015-09-26,1985,PG-13,126 min,Action & Adventure,A Netflix title used for portfolio analytics.,2015,9,126.0,,Action & Adventure
s104050,TV Show,Title 4051,Unknown,Unknown,United States,2011-09-13,1981,TV-MA,3 Seasons,"Dramas, TV Comedies",A Netflix title used for portfolio analytics.,2011,9,,3.0,Dramas
s104051,Movie,Title 4052,Unknown,Unknown,United States,2015-01-14,2013,PG-13,111 min,Romantic Movies,A Netflix title used for portfolio analytics.,2015,1,111.0,,Romantic Movies
s104052,TV Show,Title 4053,Director Q,Unknown,Nigeria,2015-12-24,2012,TV-PG,6 Seasons,TV Dramas,A Netflix title used for portfolio analytics.,2015,12,,6.0,TV Dramas
s104053,Movie,Title 4054,Unknown,Unknown,Mexico,2019-02-17,2018,TV-14,87 min,Action & Adventure,A Netflix title used for portfolio analytics.,2019,2,87.0,,Action & Adventure
s104054,Movie,Title 4055,Director U,"Actor A, Actor B",United States,2012-05-02,2015,TV-PG,113 min,Dramas,A Netflix title used for portfolio analytics.,2012,5,113.0,,Dramas
s104055,Movie,Title 4056,Unknown,Unknown,India,2013-04-28,1974,TV-14,100 min,"TV Dramas, Thrillers",A Netflix title used for portfolio analytics.,2013,4,100.0,,TV Dramas
s104056,Movie,Title 4057,Director E,Unknown,Mexico,2011-05-31,2006,TV-14,90 min,International Movies,A Netflix title used for portfolio analytics.,2011,5,90.0,,International Movies
s104057,Movie,Title 4058,Unknown,"Actor A, Actor B","United Kingdom, Thailand",2017-03-01,1987,TV-G,89 min,Action & Adventure,A Netflix title used for portfolio analytics.,2017,3,89.0,,Action & Adventure
s104058,Movie,Title 4059,Unknown,Unknown,Australia,2011-05-22,2011,PG-13,120 min,Horror Movies,A Netflix title used for portfolio analytics.,2011,5,120.0,,Horror Movies
s104059,TV Show,Title 4060,Director B,Unknown,Thailand,2009-11-28,2009,TV-PG,4 Seasons,Documentaries,A Netflix title used for portfolio analytics.,2009,11,,4.0,Documentaries
s104060,Movie,Title 4061,Unknown,"Actor A, Actor B",United States,2017-08-13,1999,UR,131 min,Comedies,A Netflix title used for portfolio analytics.,2017,8,131.0,,Comedies
s104061,Movie,Title 4062,Director J,Unknown,"United States, Japan",2012-03-18,2010,TV-14,74 min,Thrillers,A Netflix title used for portfolio analytics.,2012,3,74.0,,Thrillers
s104062,TV Show,Title 4063,Director M,Unknown,Canada,2015-12-31,1981,TV-MA,2 Seasons,"Comedies, Documentaries",A Netflix title used for portfolio analytics.,2015,12,,2.0,Comedies
s104063,TV Show,Title 4064,Unknown,"Actor A, Actor B","United States, Japan",2017-08-28,1989,R,1 Season,International TV Shows,A Netflix title used for portfolio analytics.,2017,8,,1.0,International TV Shows
s104064,Movie,Title 4065,Director R,"Actor A, Actor B",Turkey,2020-12-29,2009,TV-14,116 min,International TV Shows,A Netflix title used for portfolio analytics.,2020,12,116.0,,International TV Shows
s104065,Movie,Title 4066,Director Z,Unknown,United States,2010-11-06,2016,NR,90 min,Thrillers,A Netflix title used for portfolio analytics.,2010,11,90.0,,Thrillers
s104066,Movie,Title 4067,Director G,"Actor A, Actor B",Brazil,2010-10-25,1987,G,81 min,"Romantic Movies, TV Dramas",A Netflix title used for portfolio analytics.,2010,10,81.0,,Romantic Movies
s104067,Movie,Title 4068,Director O,Unknown,"Thailand, South Korea",2016-05-15,2001,TV-14,68 min,International TV Shows,A Netflix title used for portfolio analytics.,2016,5,68.0,,International TV Shows
s104068,Movie,Title 4069,Unknown,Unknown,India,2013-11-21,2014,UR,102 min,TV Dramas,A Netflix title used for portfolio analytics.,2013,11,102.0,,TV Dramas
s104069,Movie,Title 4070,Unknown,Unknown,United Kingdom,2011-08-27,2006,TV-14,109 min,TV Dramas,A Netflix title used for portfolio analytics.,2011,8,109.0,,TV Dramas
s104070,Movie,Title 4071,Director K,Unknown,India,2020-08-04,1995,PG,122 min,"Action & Adventure, TV Comedies",A Netflix title used for portfolio analytics.,2020,8,122.0,,Action & Adventure
s104071,Movie,Title 4072,Director V,Unknown,Canada,2020-03-03,2017,PG,123 min,"TV Comedies, TV Dramas",A Netflix title used for portfolio analytics.,2020,3,123.0,,TV Comedies
s104072,Movie,Title 4073,Director X,Unknown,Nigeria,2017-02-21,2004,TV-PG,102 min,TV Dramas,A Netflix title used for portfolio analytics.,2017,2,102.0,,TV Dramas
s104073,Movie,Title 4074,Unknown,"Actor A, Actor B",United States,2018-05-30,2012,TV-14,107 min,Dramas,A Netflix title used for portfolio analytics.,2018,5,107.0,,Dramas
s104074,Movie,Title 4075,Director C,"Actor A, Actor B",United States,2009-03-05,2017,UR,94 min,Dramas,A Netflix title used for portfolio analytics.,2009,3,94.0,,Dramas
s104075,Movie,Title 4076,Director F,"Actor A, Actor B",India,2015-02-15,2017,R,80 min,TV Comedies,A Netflix title used for portfolio analytics.,2015,2,80.0,,TV Comedies
s104076,TV Show,Title 4077,Unknown,"Actor A, Actor B",United States,2017-08-28,2018,TV-MA,2 Seasons,TV Comedies,A Netflix title used for portfolio analytics.,2017,8,,2.0,TV Comedies
s104077,Movie,Title 4078,Unknown,Unknown,"Canada, Australia",2017-09-23,1991,TV-MA,65 min,"International TV Shows, Thrillers",A Netflix title used for portfolio analytics.,2017,9,65.0,,International TV Shows
s104078,Movie,Title 4079,Unknown,"Actor A, Actor B","United States, Japan",2009-10-23,2012,TV-14,97 min,"International Movies, International TV Shows",A Netflix title used for portfolio analytics.,2009,10,97.0,,International Movies
s104079,Movie,Title 4080,Unknown,Unknown,Canada,2019-04-05,2005,TV-14,52 min,"Documentaries, Dramas",A Netflix title used for portfolio analytics.,2019,4,52.0,,Documentaries
s104080,Movie,Title 4081,Unknown,Unknown,Italy,2019-01-01,2005,PG-13,101 min,Thrillers,A Netflix title used for portfolio analytics.,2019,1,101.0,,Thrillers
s104081,Movie,Title 4082,Unknown,"Actor A, Actor B","United States, Mexico",2012-11-14,2010,PG,61 min,"Documentaries, International Movies",A Netflix title used for portfolio analytics.,2012,11,61.0,,Documentaries
s104082,Movie,Title 4083,Unknown,Unknown,"Canada, Mexico",2008-04-09,1978,TV-14,98 min,TV Dramas,A Netflix title used for portfolio analytics.,2008,4,98.0,,TV Dramas
s104083,Movie,Title 4084,Unknown,Unknown,United States,2008-04-16,2002,R,105 min,Kids' TV,A Netflix title used for portfolio analytics.,2008,4,105.0,,Kids' TV
s104084,TV Show,Title 4085,Director G,"Actor A, Actor B",India,2009-07-04,1996,TV-MA,3 Seasons,"Horror Movies, International TV Shows",A Netflix title used for portfolio analytics.,2009,7,,3.0,Horror Movies
s104085,Movie,Title 4086,Director U,Unknown,United States,2012-04-22,1987,TV-MA,80 min,Documentaries,A Netflix title used for portfolio analytics.,2012,4,80.0,,Documentaries
s104086,Movie,Title 4087,Unknown,Unknown,United States,2010-04-19,2010,R,44 min,"Documentaries, Dramas",A Netflix title used for portfolio analytics.,2010,4,44.0,,Documentaries
s104087,Movie,Title 4088,Unknown,Unknown,Mexico,2012-10-26,2008,R,73 min,Action & Adventure,A Netflix title used for portfolio analytics.,2012,10,73.0,,Action & Adventure
s104088,TV Show,Title 4089,Director Z,"Actor A, Actor B",Mexico,2012-10-10,2002,R,4 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.,2012,10,,4.0,Action & Adventure
s104089,Movie,Title 4090,Unknown,Unknown,"United Kingdom, Mexico",2015-03-06,1982,TV-MA,75 min,TV Comedies,A Netflix title used for portfolio analytics.,2015,3,75.0,,TV Comedies
s104090,Movie,Title 4091,Unknown,"Actor A, Actor B",Thailand,2014-10-15,2011,TV-G,98 min,"Horror Movies, International TV Shows",A Netflix title used for portfolio analytics.,2014,10,98.0,,Horror Movies
s104091,TV Show,Title 4092,Director P,Unknown,United States,2017-07-22,2017,TV-PG,4 Seasons,Horror Movies,A Netflix title used for portfolio analytics.,2017,7,,4.0,Horror Movies
s104092,Movie,Title 4093,Unknown,"Actor A, Actor B","France, Germany",2015-07-11,1993,TV-Y7,126 min,Dramas,A Netflix title used for portfolio analytics.,2015,7,126.0,,Dramas
s104093,Movie,Title 4094,Unknown,Unknown,India,2012-08-12,1998,NC-17,90 min,"Horror Movies, Stand-Up Comedy",A Netflix title used for portfolio analytics.,2012,8,90.0,,Horror Movies
s104094,TV Show,Title 4095,Director L,Unknown,United States,2019-10-04,2005,TV-MA,5 Seasons,TV Comedies,A Netflix title used for portfolio analytics.,2019,10,,5.0,TV Comedies
s104095,TV Show,Title 4096,Unknown,"Actor A, Actor B",United States,2018-09-12,1994,R,3 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.,2018,9,,3.0,Action & Adventure
s104096,Movie,Title 4097,Director P,Unknown,Australia,2019-04-03,1999,TV-MA,87 min,"Dramas, TV Dramas",A Netflix title used for portfolio analytics.,2019,4,87.0,,Dramas
s104097,TV Show,Title 4098,Unknown,Unknown,United States,2019-12-17,2019,R,2 Seasons,Comedies,A Netflix title used for portfolio analytics.,2019,12,,2.0,Comedies
s104098,TV Show,Title 4099,Unknown,"Actor A, Actor B",Canada,2011-06-22,2018,TV-Y7,3 Seasons,"Horror Movies, Thrillers",A Netflix title used for portfolio analytics.,2011,6,,3.0,Horror Movies
s104099,Movie,Title 4100,Unknown,"Actor A, Actor B",Mexico,2014-12-20,2018,R,117 min,"Dramas, Horror Movies",A Netflix title used for portfolio analytics.,2014,12,117.0,,Dramas
s104100,Movie,Title 4101,Director N,"Actor A, Actor B",United States,2015-07-05,2007,TV-MA,135 min,International TV Shows,A Netflix title used for portfolio analytics.,2015,7,135.0,,International TV Shows
s104101,Movie,Title 4102,Unknown,Unknown,United Kingdom,2008-12-07,2018,PG-13,136 min,TV Comedies,A Netflix title used for portfolio analytics.,2008,12,136.0,,TV Comedies
s104102,TV Show,Title 4103,Unknown,Unknown,Spain,2019-09-01,1998,TV-G,4 Seasons,"Action & Adventure, Comedies, International Movies",A Netflix title used for portfolio analytics.,2019,9,,4.0,Action & Adventure
s104103,TV Show,Title 4104,Unknown,Unknown,"India, Japan",2015-08-07,2016,PG,3 Seasons,"Comedies, Kids' TV",A Netflix title used for portfolio analytics.,2015,8,,3.0,Comedies
s104104,Movie,Title 4105,Unknown,Unknown,Brazil,2012-08-25,1999,TV-G,98 min,Horror Movies,A Netflix title used for portfolio analytics.,2012,8,98.0,,Horror Movies
s104105,TV Show,Title 4106,Unknown,Unknown,India,2019-01-27,2004,TV-MA,3 Seasons,"Action & Adventure, Kids' TV",A Netflix title used for portfolio analytics.,2019,1,,3.0,Action & Adventure
s104106,Movie,Title 4107,Director J,"Actor A, Actor B",Germany,2011-06-11,2000,NR,107 min,Documentaries,A Netflix title used for portfolio analytics.,2011,6,107.0,,Documentaries
s104107,Movie,Title 4108,Director L,Unknown,"United States, Brazil",2012-08-17,2009,TV-14,92 min,Romantic Movies,A Netflix title used for portfolio analytics.,2012,8,92.0,,Romantic Movies
s104108,Movie,Title 4109,Unknown,"Actor A, Actor B","India, Turkey",2016-07-21,2011,TV-MA,121 min,TV Comedies,A Netflix title used for portfolio analytics.,2016,7,121.0,,TV Comedies
s104109,Movie,Title 4110,Director I,"Actor A, Actor B","France, Turkey",2020-10-28,2008,TV-14,133 min,Horror Movies,A Netflix title used for portfolio analytics.,2020,10,133.0,,Horror Movies
s104110,Movie,Title 4111,Director H,"Actor A, Actor B","United Kingdom, South Korea",2012-11-09,1985,TV-MA,117 min,Kids' TV,A Netflix title used for portfolio analytics.,2012,11,117.0,,Kids' TV
s104111,TV Show,Title 4112,Director V,Unknown,"United States, Turkey",2013-08-08,2014,TV-MA,4 Seasons,Kids' TV,A Netflix title used for portfolio analytics.,2013,8,,4.0,Kids' TV
s104112,TV Show,Title 4113,Director O,"Actor A, Actor B",United States,2020-10-30,2017,R,3 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.,2020,10,,3.0,Action & Adventure
s104113,TV Show,Title 4114,Unknown,Unknown,United States,2013-03-30,2009,TV-MA,3 Seasons,Dramas,A Netflix title used for portfolio analytics.,2013,3,,3.0,Dramas
s104114,Movie,Title 4115,Unknown,Unknown,United States,2016-12-10,2017,TV-MA,77 min,Dramas,A Netflix title used for portfolio analytics.,2016,12,77.0,,Dramas
s104115,Movie,Title 4116,Director G,Unknown,India,2014-02-04,2008,TV-MA,140 min,"Romantic Movies, Stand-Up Comedy",A Netflix title used for portfolio analytics.,2014,2,140.0,,Romantic Movies
s104116,TV Show,Title 4117,Director G,Unknown,"United States, Mexico",2018-12-31,1991,PG-13,1 Season,Thrillers,A Netflix title used for portfolio analytics.,2018,12,,1.0,Thrillers
s104117,Movie,Title 4118,Unknown,"Actor A, Actor B",United States,2017-05-25,2003,PG,121 min,Dramas,A Netflix title used for portfolio analytics.,2017,5,121.0,,Dramas
s104118,Movie,Title 4119,Unknown,Unknown,"India, Canada",2019-01-01,1995,TV-14,130 min,International Movies,A Netflix title used for portfolio analytics.,2019,1,130.0,,International Movies
s104119,Movie,Title 4120,Director V,Unknown,Brazil,2015-10-17,2004,NR,90 min,"Kids' TV, Romantic Movies",A Netflix title used for portfolio analytics.,2015,10,90.0,,Kids' TV
s104120,TV Show,Title 4121,Unknown,Unknown,United States,2017-09-14,2010,TV-MA,2 Seasons,Kids' TV,A Netflix title used for portfolio analytics.,2017,9,,2.0,Kids' TV
s104121,Movie,Title 4122,Director G,"Actor A, Actor B",Brazil,2016-06-10,2017,TV-Y7,110 min,"Documentaries, Kids' TV, Thrillers",A Netflix title used for portfolio analytics.,2016,6,110.0,,Documentaries
s104122,Movie,Title 4123,Director E,Unknown,United States,2012-06-30,1997,PG,105 min,TV Comedies,A Netflix title used for portfolio analytics.,2012,6,105.0,,TV Comedies
s104123,Movie,Title 4124,Director Z,Unknown,"India, Italy",2011-05-02,2013,TV-MA,86 min,Comedies,A Netflix title used for portfolio analytics.,2011,5,86.0,,Comedies
s104124,TV Show,Title 4125,Director G,Unknown,South Korea,2018-10-12,2006,TV-14,3 Seasons,International TV Shows,A Netflix title used for portfolio analytics.,2018,10,,3.0,International TV Shows
s104125,TV Show,Title 4126,Director W,Unknown,United States,2013-08-02,1991,TV-14,2 Seasons,"Action & Adventure, Kids' TV",A Netflix title used for portfolio analytics.,2013,8,,2.0,Action & Adventure
s104126,Movie,Title 4127,Unknown,"Actor A, Actor B","United Kingdom, Thailand",2012-04-12,1990,TV-14,81 min,Thrillers,A Netflix title used for portfolio analytics.,2012,4,81.0,,Thrillers
s104127,TV Show,Title 4128,Unknown,Unknown,India,2011-12-22,1990,PG,3 Seasons,Comedies,A Netflix title used for portfolio analytics.,2011,12,,3.0,Comedies
s104128,TV Show,Title 4129,Unknown,Unknown,United Kingdom,2012-05-12,1996,TV-MA,4 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.,2012,5,,4.0,Action & Adventure
s104129,TV Show,Title 4130,Unknown,Unknown,United States,2010-12-16,1994,TV-14,6 Seasons,TV Dramas,A Netflix title used for portfolio analytics.,2010,12,,6.0,TV Dramas
s104130,Movie,Title 4131,Director I,"Actor A, Actor B",United States,2008-02-02,2000,TV-MA,58 min,Horror Movies,A Netflix title used for portfolio analytics.,2008,2,58.0,,Horror Movies
s104131,Movie,Title 4132,Unknown,"Actor A, Actor B",United States,2010-03-23,2017,R,87 min,"Documentaries, Dramas, TV Comedies",A Netflix title used for portfolio analytics.,2010,3,87.0,,Documentaries
s104132,Movie,Title 4133,Director K,Unknown,Spain,2009-11-07,1998,R,116 min,"Comedies, Documentaries, Horror Movies",A Netflix title used for portfolio analytics.,2009,11,116.0,,Comedies
s104133,Movie,Title 4134,Director X,Unknown,United States,2012-05-07,1976,PG,128 min,"Action & Adventure, International Movies, Kids' TV",A Netflix title used for portfolio analytics.,2012,5,128.0,,Action & Adventure
s104134,Movie,Title 4135,Director V,Unknown,United States,2008-06-25,2011,TV-PG,68 min,Horror Movies,A Netflix title used for portfolio analytics.,2008,6,68.0,,Horror Movies
s104135,Movie,Title 4136,Director L,Unknown,United States,2013-01-10,2005,TV-Y7,80 min,"International TV Shows, TV Comedies",A Netflix title used for portfolio analytics.,2013,1,80.0,,International TV Shows
s104136,Movie,Title 4137,Unknown,Unknown,Japan,2019-01-22,2005,TV-14,75 min,"TV Comedies, TV Dramas",A Netflix title used for portfolio analytics.,2019,1,75.0,,TV Comedies
s104137,TV Show,Title 4138,Unknown,"Actor A, Actor B",United States,2014-05-12,2015,TV-MA,3 Seasons,International Movies,A Netflix title used for portfolio analytics.,2014,5,,3.0,International Movies
s104138,TV Show,Title 4139,Director H,Unknown,United States,2008-05-11,2018,PG-13,4 Seasons,"Documentaries, Romantic Movies",A Netflix title used for portfolio analytics.,2008,5,,4.0,Documentaries
s104139,Movie,Title 4140,Unknown,Unknown,India,2019-01-08,2010,TV-MA,92 min,Thrillers,A Netflix title used for portfolio analytics.,2019,1,92.0,,Thrillers
s104140,Movie,Title 4141,Unknown,Unknown,United States,2012-11-28,2017,TV-MA,119 min,"Action & Adventure, Comedies",A Netflix title used for portfolio analytics.,2012,11,119.0,,Action & Adventure
s104141,TV Show,Title 4142,Director M,"Actor A, Actor B","India, Japan",2010-11-04,2012,PG,2 Seasons,"Action & Adventure, International Movies, Romantic Movies",A Netflix title used for portfolio analytics.,2010,11,,2.0,Action & Adventure
s104142,Movie,Title 4143,Unknown,"Actor A, Actor B",United States,2013-10-11,1997,PG-13,74 min,International TV Shows,A Netflix title used for portfolio analytics.,2013,10,74.0,,International TV Shows
s104143,Movie,Title 4144,Director X,"Actor A, Actor B",United States,2016-11-13,2012,TV-MA,73 min,Dramas,A Netflix title used for portfolio analytics.,2016,11,73.0,,Dramas
s104144,Movie,Title 4145,Unknown,"Actor A, Actor B",South Korea,2008-04-24,2006,TV-MA,54 min,"Dramas, TV Dramas",A Netflix title used for portfolio analytics.,2008,4,54.0,,Dramas
s104145,TV Show,Title 4146,Director K,Unknown,United States,2010-05-26,1985,TV-G,4 Seasons,Kids' TV,A Netflix title used for portfolio analytics.,2010,5,,4.0,Kids' TV
s104146,Movie,Title 4147,Unknown,"Actor A, Actor B",United States,2012-04-29,2010,TV-G,68 min,International Movies,A Netflix title used for portfolio analytics.,2012,4,68.0,,International Movies
s104147,Movie,Title 4148,Unknown,"Actor A, Actor B",United States,2012-02-15,2017,TV-Y7,122 min,Kids' TV,A Netflix title used for portfolio analytics.,2012,2,122.0,,Kids' TV
s104148,TV Show,Title 4149,Unknown,"Actor A, Actor B",United States,2011-04-09,2001,TV-PG,3 Seasons,Horror Movies,A Netflix title used for portfolio analytics.,2011,4,,3.0,Horror Movies
s104149,Movie,Title 4150,Director C,"Actor A, Actor B",United States,2009-12-06,2008,TV-14,134 min,"Comedies, Stand-Up Comedy",A Netflix title used for portfolio analytics.,2009,12,134.0,,Comedies
s104150,Movie,Title 4151,Unknown,Unknown,United Kingdom,2016-03-06,1988,PG-13,144 min,"Action & Adventure, TV Comedies",A Netflix title used for portfolio analytics.,2016,3,144.0,,Action & Adventure
s104151,TV Show,Title 4152,Director B,Unknown,"Canada, Spain",2019-03-04,2016,TV-MA,2 Seasons,International TV Shows,A Netflix title used for portfolio analytics.,2019,3,,2.0,International TV Shows
s104152,TV Show,Title 4153,Unknown,"Actor A, Actor B",United States,2019-02-10,2010,TV-14,2 Seasons,Kids' TV,A Netflix title used for portfolio analytics.,2019,2,,2.0,Kids' TV
s104153,Movie,Title 4154,Unknown,"Actor A, Actor B",France,2011-11-10,2015,TV-14,63 min,TV Dramas,A Netflix title used for portfolio analytics.,2011,11,63.0,,TV Dramas
s104154,Movie,Title 4155,Unknown,"Actor A, Actor B",United States,2020-11-08,1993,R,56 min,Action & Adventure,A Netflix title used for portfolio analytics.,2020,11,56.0,,Action & Adventure
s104155,TV Show,Title 4156,Unknown,Unknown,Australia,2015-06-18,1981,TV-MA,6 Seasons,International Movies,A Netflix title used for portfolio analytics.,2015,6,,6.0,International Movies
s104156,Movie,Title 4157,Unknown,Unknown,United States,2012-08-31,1995,TV-MA,89 min,Romantic Movies,A Netflix title used for portfolio analytics.,2012,8,89.0,,Romantic Movies
s104157,TV Show,Title 4158,Unknown,Unknown,South Korea,2008-08-31,2014,TV-MA,4 Seasons,International Movies,A Netflix title used for portfolio analytics.,2008,8,,4.0,International Movies
s104158,Movie,Title 4159,Director J,Unknown,Mexico,2010-06-22,2000,TV-MA,136 min,Action & Adventure,A Netflix title used for portfolio analytics.,2010,6,136.0,,Action & Adventure
s104159,Movie,Title 4160,Unknown,"Actor A, Actor B",United States,2011-03-27,1986,PG-13,134 min,Kids' TV,A Netflix title used for portfolio analytics.,2011,3,134.0,,Kids' TV
s104160,Movie,Title 4161,Director G,"Actor A, Actor B",France,2011-10-24,1991,NC-17,72 min,TV Dramas,A Netflix title used for portfolio analytics.,2011,10,72.0,,TV Dramas
