order_id,order_date,region,state,segment,category,quantity,discount,sales,profit,customer_id,profit_ratio,profit_per_order,sales_per_customer,year,month
ORD-107469,2016-04-15,West,Oregon,Corporate,Technology,7,0.0536,2062.26,-75.32,C11523,-0.0365,-75.32,6249.84,2016,2016-04
ORD-107470,2014-09-08,South,Arkansas,Home Office,Furniture,5,0.1632,909.28,48.83,C13530,0.0537,48.83,2448.9,2014,2014-09
ORD-107471,2016-04-02,South,Arkansas,Consumer,Furniture,2,0.0332,252.77,24.19,C12953,0.0957,24.19,1168.71,2016,2016-04
ORD-107472,2015-04-05,South,Arkansas,Corporate,Furniture,5,0.1814,1146.75,105.82,C13904,0.0923,105.82,2642.38,2015,2015-04
ORD-107473,2016-04-22,East,Virginia,Corporate,Technology,2,0.0865,479.84,77.05,C13930,0.1606,77.05,2235.8,2016,2016-04
ORD-107474,2016-12-29,East,North Carolina,Home Office,Office Supplies,3,0.0672,161.53,23.29,C13336,0.1442,23.29,654.54,2016,2016-12
ORD-107475,2015-03-17,East,Virginia,Consumer,Office Supplies,1,0.0209,45.98,11.4,C13185,0.2479,11.4,5306.85,2015,2015-03
ORD-107476,2015-12-30,East,North Carolina,Consumer,Office Supplies,4,0.0188,275.76,53.04,C11330,0.1923,53.04,2271.74,2015,2015-12
ORD-107477,2014-12-02,South,Louisiana,Consumer,Technology,3,0.0372,668.69,146.29,C11269,0.2188,146.29,970.79,2014,2014-12
ORD-107478,2016-03-29,West,California,Corporate,Office Supplies,1,0.1225,83.28,12.63,C13244,0.1517,12.63,2257.95,2016,2016-03
ORD-107479,2016-04-28,East,Florida,Consumer,Office Supplies,2,0.1648,73.35,14.05,C11968,0.1915,14.05,2426.0,2016,2016-04
ORD-107480,2017-04-15,West,Arizona,Corporate,Furniture,6,0.0302,1661.67,195.05,C11224,0.1174,195.05,3210.25,2017,2017-04
ORD-107481,2015-10-07,East,Virginia,Consumer,Furniture,2,0.2559,295.27,25.9,C12074,0.0877,25.9,1682.33,2015,2015-10
ORD-107482,2016-07-19,South,Louisiana,Corporate,Furniture,5,0.1873,1147.52,210.01,C11231,0.183,210.01,4518.83,2016,2016-07
ORD-107483,2017-12-27,Central,Michigan,Consumer,Furniture,10,0.165,1387.41,119.67,C11379,0.0863,119.67,2486.67,2017,2017-12
ORD-107484,2016-12-27,South,South Carolina,Home Office,Office Supplies,2,0.1517,189.66,31.87,C11226,0.168,31.87,1463.66,2016,2016-12
ORD-107485,2016-08-24,South,Louisiana,Corporate,Furniture,5,0.1883,865.2,55.16,C11123,0.0638,55.16,4121.37,2016,2016-08
ORD-107486,2014-05-21,South,Alabama,Consumer,Office Supplies,6,0.0916,464.37,38.42,C13748,0.0827,38.42,2048.56,2014,2014-05
ORD-107487,2014-08-04,South,Kentucky,Home Office,Furniture,6,0.0988,414.79,30.58,C11416,0.0737,30.58,1376.23,2014,2014-08
ORD-107488,2014-02-02,South,Arkansas,Corporate,Technology,6,0.0845,1182.75,25.78,C12822,0.0218,25.78,2208.72,2014,2014-02
ORD-107489,2017-06-26,South,Tennessee,Home Office,Office Supplies,4,0.0746,244.08,33.09,C10566,0.1356,33.09,1111.74,2017,2017-06
ORD-107490,2015-07-24,East,Massachusetts,Consumer,Office Supplies,5,0.134,351.64,52.64,C10376,0.1497,52.64,1693.18,2015,2015-07
ORD-107491,2014-07-30,South,Alabama,Consumer,Furniture,6,0.1356,477.68,46.41,C11702,0.0972,46.41,4149.31,2014,2014-07
ORD-107492,2014-07-23,Central,Michigan,Consumer,Office Supplies,3,0.058,146.53,38.81,C12203,0.2649,38.81,718.24,2014,2014-07
ORD-107493,2015-05-17,West,Idaho,Home Office,Office Supplies,4,0.0655,269.75,31.26,C11993,0.1159,31.26,269.75,2015,2015-05
ORD-107494,2017-05-20,East,Massachusetts,Corporate,Technology,3,0.0298,672.99,-43.74,C10862,-0.065,-43.74,2957.29,2017,2017-05
ORD-107495,2014-09-09,West,Idaho,Consumer,Technology,4,0.1908,326.06,43.62,C11130,0.1338,43.62,2498.86,2014,2014-09
ORD-107496,2016-10-12,Central,Minnesota,Home Office,Office Supplies,4,0.0627,381.52,81.15,C10453,0.2127,81.15,1212.85,2016,2016-10
ORD-107497,2017-09-19,Central,Michigan,Corporate,Office Supplies,6,0.1713,263.65,24.93,C10865,0.0946,24.93,1308.48,2017,2017-09
ORD-107498,2015-03-11,Central,Iowa,Corporate,Furniture,6,0.1515,1408.79,206.63,C12848,0.1467,206.63,1963.68,2015,2015-03
ORD-107499,2016-09-27,South,Kentucky,Consumer,Technology,3,0.0085,912.83,123.38,C13006,0.1352,123.38,1869.18,2016,2016-09
ORD-107500,2014-10-16,East,New York,Consumer,Office Supplies,4,0.0325,268.22,43.08,C10630,0.1606,43.08,268.22,2014,2014-10
ORD-107501,2014-02-24,Central,Minnesota,Home Office,Office Supplies,2,0.1443,80.61,-8.94,C13309,-0.1109,-8.94,2169.22,2014,2014-02
ORD-107502,2017-06-12,East,Pennsylvania,Consumer,Furniture,5,0.0729,1035.87,37.92,C10153,0.0366,37.92,1150.28,2017,2017-06
ORD-107503,2015-07-16,East,Massachusetts,Consumer,Technology,3,0.0319,467.76,-43.16,C12127,-0.0923,-43.16,1170.81,2015,2015-07
ORD-107504,2016-08-19,South,Texas,Consumer,Furniture,2,0.0501,455.66,0.61,C12832,0.0013,0.61,2514.16,2016,2016-08
ORD-107505,2014-12-29,Central,Michigan,Consumer,Office Supplies,5,0.1326,154.0,26.22,C11498,0.1703,26.22,546.82,2014,2014-12
ORD-107506,2016-12-19,West,Arizona,Consumer,Furniture,1,0.2452,111.77,5.56,C11284,0.0497,5.56,3953.27,2016,2016-12
ORD-107507,2016-10-05,South,Texas,Corporate,Furniture,3,0.153,283.22,18.91,C12429,0.0668,18.91,283.22,2016,2016-10
ORD-107508,2016-09-07,Central,Kansas,Consumer,Furniture,3,0.0405,305.74,6.44,C13470,0.0211,6.44,2907.54,2016,2016-09
ORD-107509,2017-11-09,West,Arizona,Home Office,Office Supplies,4,0.0539,283.26,42.21,C12582,0.149,42.21,2286.87,2017,2017-11
ORD-107510,2014-11-27,East,Virginia,Home Office,Furniture,4,0.2355,506.91,15.1,C12640,0.0298,15.1,3993.94,2014,2014-11
ORD-107511,2016-09-28,South,Arkansas,Home Office,Office Supplies,2,0.0777,117.64,16.77,C10345,0.1426,16.77,772.12,2016,2016-09
ORD-107512,2017-04-24,West,Colorado,Consumer,Furniture,4,0.1343,990.71,-5.2,C12141,-0.0052,-5.2,2042.92,2017,2017-04
ORD-107513,2017-09-25,South,Tennessee,Consumer,Furniture,1,0.4754,124.05,-5.02,C13123,-0.0405,-5.02,677.22,2017,2017-09
ORD-107514,2015-12-30,Central,Iowa,Corporate,Technology,2,0.0596,362.59,58.74,C13331,0.162,58.74,829.11,2015,2015-12
ORD-107515,2014-08-12,Central,Illinois,Home Office,Furniture,4,0.0959,939.73,106.93,C13824,0.1138,106.93,2002.15,2014,2014-08
ORD-107516,2017-11-08,West,Oregon,Consumer,Furniture,5,0.0534,821.78,137.11,C12892,0.1668,137.11,4865.34,2017,2017-11
ORD-107517,2017-11-13,West,Idaho,Consumer,Office Supplies,3,0.0535,162.69,21.44,C11702,0.1318,21.44,4149.31,2017,2017-11
ORD-107518,2014-09-27,South,Louisiana,Consumer,Technology,1,0.0836,243.39,19.42,C12779,0.0798,19.42,904.79,2014,2014-09
ORD-107519,2015-04-24,West,Utah,Home Office,Furniture,2,0.0945,244.95,29.99,C11828,0.1224,29.99,2155.36,2015,2015-04
ORD-107520,2015-12-04,East,New Jersey,Consumer,Furniture,3,0.1378,459.0,4.61,C10750,0.01,4.61,1086.98,2015,2015-12
ORD-107521,2016-07-28,East,Florida,Consumer,Furniture,4,0.064,389.13,16.21,C12169,0.0417,16.21,1592.38,2016,2016-07
ORD-107522,2015-10-13,West,Utah,Corporate,Furniture,3,0.1302,634.35,36.97,C13676,0.0583,36.97,2332.3,2015,2015-10
ORD-107523,2014-09-28,Central,Michigan,Corporate,Office Supplies,5,0.0523,418.79,103.6,C13603,0.2474,103.6,1703.44,2014,2014-09
ORD-107524,2014-04-30,West,Oregon,Corporate,Technology,1,0.1,249.55,23.48,C12672,0.0941,23.48,2172.91,2014,2014-04
ORD-107525,2016-12-01,East,Georgia,Consumer,Technology,3,0.0214,693.1,139.03,C10774,0.2006,139.03,2135.03,2016,2016-12
ORD-107526,2014-01-27,West,California,Consumer,Technology,3,0.0855,509.83,63.02,C10035,0.1236,63.02,966.05,2014,2014-01
ORD-107527,2015-08-06,Central,Missouri,Consumer,Furniture,4,0.0532,483.95,48.79,C13310,0.1008,48.79,2577.15,2015,2015-08
ORD-107528,2016-12-12,Central,Illinois,Home Office,Technology,3,0.1144,549.33,85.93,C11462,0.1564,85.93,3508.66,2016,2016-12
ORD-107529,2016-04-05,South,Arkansas,Consumer,Technology,2,0.0836,480.65,74.08,C11586,0.1541,74.08,4237.77,2016,2016-04
ORD-107530,2014-06-08,East,Georgia,Consumer,Furniture,3,0.1096,307.52,11.13,C11375,0.0362,11.13,1674.87,2014,2014-06
ORD-107531,2016-02-12,East,Georgia,Home Office,Technology,2,0.3061,317.42,39.04,C11846,0.123,39.04,317.42,2016,2016-02
ORD-107532,2014-06-26,West,California,Consumer,Technology,2,0.2765,639.03,52.12,C13880,0.0816,52.12,1355.46,2014,2014-06
ORD-107533,2017-06-22,South,Oklahoma,Corporate,Office Supplies,3,0.0859,174.17,20.49,C10032,0.1176,20.49,2392.71,2017,2017-06
ORD-107534,2016-06-02,Central,Missouri,Home Office,Office Supplies,3,0.1546,253.34,41.64,C13203,0.1644,41.64,2247.81,2016,2016-06
ORD-107535,2017-11-16,Central,Michigan,Consumer,Furniture,3,0.1866,1035.72,-28.92,C10137,-0.0279,-28.92,5934.85,2017,2017-11
ORD-107536,2015-06-26,East,Pennsylvania,Consumer,Furniture,3,0.0513,434.35,3.18,C13957,0.0073,3.18,1900.06,2015,2015-06
ORD-107537,2016-05-26,East,Florida,Home Office,Furniture,6,0.0173,728.52,117.01,C11963,0.1606,117.01,3269.59,2016,2016-05
ORD-107538,2017-05-24,Central,Iowa,Corporate,Office Supplies,5,0.1933,229.28,28.33,C12352,0.1236,28.33,1466.55,2017,2017-05
ORD-107539,2015-07-19,West,Nevada,Consumer,Office Supplies,3,0.1357,234.73,38.2,C11150,0.1627,38.2,768.01,2015,2015-07
ORD-107540,2017-02-13,West,Colorado,Home Office,Technology,3,0.247,580.92,75.96,C10682,0.1308,75.96,1289.28,2017,2017-02
ORD-107541,2015-08-30,East,Virginia,Consumer,Technology,3,0.1826,444.83,73.11,C10943,0.1644,73.11,5013.8,2015,2015-08
ORD-107542,2015-05-15,West,Colorado,Corporate,Office Supplies,3,0.1893,169.41,38.18,C12420,0.2254,38.18,2549.08,2015,2015-05
ORD-107543,2014-09-16,South,Texas,Home Office,Technology,2,0.0501,571.22,84.49,C13676,0.1479,84.49,2332.3,2014,2014-09
ORD-107544,2017-06-29,South,Louisiana,Corporate,Technology,5,0.0883,1308.7,204.17,C13779,0.156,204.17,2721.38,2017,2017-06
ORD-107545,2017-03-02,South,Oklahoma,Consumer,Technology,2,0.0485,478.64,38.79,C13659,0.081,38.79,3373.39,2017,2017-03
ORD-107546,2016-09-30,South,Oklahoma,Consumer,Technology,3,0.0618,704.19,123.11,C10913,0.1748,123.11,1994.88,2016,2016-09
ORD-107547,2014-06-08,West,Colorado,Home Office,Technology,1,0.0031,148.46,14.97,C13414,0.1008,14.97,1915.74,2014,2014-06
ORD-107548,2016-09-07,West,Washington,Home Office,Technology,2,0.1494,592.74,118.9,C11578,0.2006,118.9,2684.94,2016,2016-09
ORD-107549,2016-06-06,Central,Missouri,Consumer,Furniture,2,0.0749,361.55,26.6,C11106,0.0736,26.6,2084.74,2016,2016-06
ORD-107550,2014-02-05,West,Idaho,Corporate,Technology,2,0.1854,489.17,27.04,C13031,0.0553,27.04,3493.65,2014,2014-02
ORD-107551,2017-10-05,East,New Jersey,Consumer,Furniture,7,0.0845,1375.41,190.91,C12501,0.1388,190.91,2988.28,2017,2017-10
ORD-107552,2015-11-22,West,Oregon,Consumer,Office Supplies,4,0.0805,295.31,32.77,C11653,0.111,32.77,1121.8,2015,2015-11
ORD-107553,2016-11-08,West,Utah,Consumer,Technology,6,0.2749,1477.08,145.18,C11440,0.0983,145.18,2430.59,2016,2016-11
ORD-107554,2015-11-30,West,Utah,Consumer,Office Supplies,2,0.101,128.61,12.8,C10443,0.0995,12.8,2726.39,2015,2015-11
ORD-107555,2015-01-04,West,Colorado,Consumer,Office Supplies,4,0.2591,228.21,13.9,C13054,0.0609,13.9,1202.71,2015,2015-01
ORD-107556,2014-08-19,West,Washington,Home Office,Furniture,2,0.1283,211.27,14.33,C11925,0.0678,14.33,582.75,2014,2014-08
ORD-107557,2016-02-09,South,Alabama,Corporate,Office Supplies,2,0.0628,134.34,26.54,C12281,0.1976,26.54,2657.45,2016,2016-02
ORD-107558,2016-10-24,East,New York,Consumer,Office Supplies,1,0.0455,72.61,13.71,C13292,0.1888,13.71,3066.16,2016,2016-10
ORD-107559,2016-08-16,East,Florida,Home Office,Technology,2,0.1739,604.87,64.04,C10582,0.1059,64.04,2994.44,2016,2016-08
ORD-107560,2014-04-15,East,North Carolina,Consumer,Office Supplies,3,0.0815,215.97,44.85,C12786,0.2077,44.85,859.68,2014,2014-04
ORD-107561,2016-12-10,East,Florida,Consumer,Technology,2,0.0844,452.26,59.38,C11273,0.1313,59.38,530.78,2016,2016-12
ORD-107562,2017-07-01,West,Oregon,Corporate,Technology,4,0.0017,1463.84,179.33,C11272,0.1225,179.33,2573.85,2017,2017-07
ORD-107563,2014-11-14,East,Massachusetts,Corporate,Technology,4,0.0343,985.88,110.77,C13693,0.1124,110.77,3952.77,2014,2014-11
ORD-107564,2015-07-18,East,Georgia,Home Office,Technology,1,0.0362,151.69,16.58,C12900,0.1093,16.58,1457.96,2015,2015-07
ORD-107565,2014-09-13,West,California,Consumer,Office Supplies,1,0.091,56.02,11.51,C13816,0.2055,11.51,3299.96,2014,2014-09
ORD-107566,2014-12-18,West,Arizona,Consumer,Office Supplies,5,0.0859,186.4,17.34,C11639,0.093,17.34,1958.08,2014,2014-12
ORD-107567,2016-07-05,South,Kentucky,Consumer,Technology,4,0.1113,1199.59,84.82,C12406,0.0707,84.82,3199.29,2016,2016-07
ORD-107568,2014-04-26,East,New Jersey,Corporate,Office Supplies,2,0.1559,105.32,18.31,C10509,0.1739,18.31,1366.85,2014,2014-04
ORD-107569,2016-05-03,East,Pennsylvania,Consumer,Office Supplies,3,0.0432,271.75,62.87,C12676,0.2314,62.87,924.49,2016,2016-05
ORD-107570,2016-10-05,South,Texas,Consumer,Office Supplies,3,0.1447,178.89,21.01,C10756,0.1174,21.01,1074.73,2016,2016-10
ORD-107571,2016-09-17,West,Nevada,Corporate,Furniture,4,0.1499,504.99,21.96,C13649,0.0435,21.96,856.92,2016,2016-09
ORD-107572,2014-02-10,East,Virginia,Consumer,Technology,1,0.035,179.3,28.11,C11078,0.1568,28.11,1899.34,2014,2014-02
ORD-107573,2014-10-27,Central,Illinois,Home Office,Office Supplies,2,0.0789,106.17,19.72,C10773,0.1857,19.72,1380.89,2014,2014-10
ORD-107574,2017-04-23,Central,Kansas,Home Office,Office Supplies,3,0.0686,188.24,19.83,C13152,0.1053,19.83,188.24,2017,2017-04
ORD-107575,2015-05-29,West,Idaho,Consumer,Office Supplies,4,0.3172,136.54,5.26,C11596,0.0385,5.26,1689.31,2015,2015-05
ORD-107576,2015-03-13,West,Idaho,Consumer,Office Supplies,3,0.0758,112.01,20.69,C11925,0.1847,20.69,582.75,2015,2015-03
ORD-107577,2017-01-09,South,Alabama,Consumer,Technology,3,0.0624,516.41,88.32,C11453,0.171,88.32,9245.38,2017,2017-01
ORD-107578,2014-03-30,Central,Missouri,Consumer,Office Supplies,6,0.199,267.41,11.98,C10320,0.0448,11.98,1354.63,2014,2014-03
ORD-107579,2015-12-19,Central,Iowa,Home Office,Furniture,3,0.483,384.04,10.46,C12467,0.0272,10.46,2023.56,2015,2015-12
ORD-107580,2015-11-30,South,South Carolina,Consumer,Office Supplies,2,0.0805,117.62,22.3,C11973,0.1896,22.3,296.74,2015,2015-11
ORD-107581,2016-12-27,Central,Kansas,Consumer,Technology,3,0.0548,1051.54,92.15,C11812,0.0876,92.15,4123.56,2016,2016-12
ORD-107582,2017-01-30,East,New Jersey,Home Office,Office Supplies,5,0.0625,153.66,26.54,C13819,0.1727,26.54,932.6,2017,2017-01
ORD-107583,2017-06-03,West,Idaho,Consumer,Office Supplies,5,0.2906,249.53,47.28,C13167,0.1895,47.28,1354.41,2017,2017-06
ORD-107584,2014-12-18,Central,Iowa,Corporate,Office Supplies,3,0.1667,354.72,-22.4,C12946,-0.0631,-22.4,739.31,2014,2014-12
ORD-107585,2016-07-18,Central,Minnesota,Corporate,Technology,2,0.0631,447.76,69.99,C11328,0.1563,69.99,2083.89,2016,2016-07
ORD-107586,2017-06-23,Central,Iowa,Consumer,Office Supplies,3,0.0589,98.15,14.54,C10847,0.1481,14.54,926.66,2017,2017-06
ORD-107587,2017-01-02,West,Idaho,Consumer,Technology,2,0.1906,177.6,23.95,C11720,0.1349,23.95,392.76,2017,2017-01
ORD-107588,2015-11-01,Central,Missouri,Consumer,Office Supplies,3,0.0,276.81,69.07,C11311,0.2495,69.07,3521.33,2015,2015-11
ORD-107589,2017-12-08,West,Washington,Home Office,Office Supplies,5,0.0973,173.89,16.28,C10763,0.0936,16.28,1607.03,2017,2017-12
ORD-107590,2015-08-17,Central,Wisconsin,Consumer,Furniture,1,0.0844,159.75,12.78,C10324,0.08,12.78,2780.97,2015,2015-08
ORD-107591,2014-03-26,East,Georgia,Consumer,Furniture,2,0.0777,730.56,94.84,C13110,0.1298,94.84,1210.07,2014,2014-03
ORD-107592,2017-06-10,South,Tennessee,Corporate,Technology,4,0.1307,908.89,79.99,C10947,0.088,79.99,3906.8,2017,2017-06
ORD-107593,2015-07-21,East,North Carolina,Consumer,Office Supplies,4,0.1394,197.93,26.24,C13412,0.1326,26.24,1256.8,2015,2015-07
ORD-107594,2017-04-28,West,Washington,Consumer,Furniture,5,0.0974,612.21,20.42,C12683,0.0334,20.42,2084.86,2017,2017-04
ORD-107595,2014-07-03,Central,Ohio,Corporate,Office Supplies,2,0.0741,123.3,27.64,C10385,0.2242,27.64,1696.22,2014,2014-07
ORD-107596,2017-07-15,West,California,Consumer,Office Supplies,2,0.0358,98.57,10.27,C13261,0.1042,10.27,1210.99,2017,2017-07
ORD-107597,2014-03-30,West,Idaho,Consumer,Technology,2,0.0299,377.92,51.31,C12528,0.1358,51.31,1324.01,2014,2014-03
ORD-107598,2016-03-10,East,Pennsylvania,Consumer,Office Supplies,6,0.1339,234.83,30.4,C10333,0.1295,30.4,401.7,2016,2016-03
ORD-107599,2014-12-27,West,Colorado,Corporate,Furniture,3,0.0773,779.69,69.36,C12521,0.089,69.36,2451.31,2014,2014-12
ORD-107600,2016-10-04,West,Arizona,Consumer,Office Supplies,1,0.0,41.37,9.36,C10589,0.2263,9.36,2214.12,2016,2016-10
ORD-107601,2016-09-01,South,Oklahoma,Consumer,Office Supplies,3,0.0273,89.41,12.86,C13047,0.1438,12.86,1810.58,2016,2016-09
ORD-107602,2014-10-05,Central,Iowa,Home Office,Furniture,5,0.034,1083.72,96.66,C11820,0.0892,96.66,2908.26,2014,2014-10
ORD-107603,2015-07-22,West,Utah,Consumer,Technology,1,0.0828,127.19,15.35,C11439,0.1207,15.35,595.01,2015,2015-07
ORD-107604,2014-10-25,Central,Missouri,Consumer,Office Supplies,3,0.1609,139.53,13.61,C11961,0.0975,13.61,2734.87,2014,2014-10
ORD-107605,2016-08-22,West,Washington,Consumer,Office Supplies,4,0.0807,224.69,31.92,C10786,0.1421,31.92,2730.67,2016,2016-08
ORD-107606,2014-04-26,West,Idaho,Consumer,Office Supplies,2,0.0661,85.28,14.84,C13406,0.174,14.84,988.04,2014,2014-04
ORD-107607,2017-06-26,East,Pennsylvania,Consumer,Technology,4,0.0125,1504.95,210.7,C11656,0.14,210.7,3977.61,2017,2017-06
ORD-107608,2014-10-19,East,New York,Consumer,Furniture,5,0.061,1415.75,204.5,C13504,0.1444,204.5,4342.3,2014,2014-10
ORD-107609,2014-03-12,West,Nevada,Consumer,Furniture,2,0.1273,290.16,23.43,C10536,0.0807,23.43,1894.35,2014,2014-03
ORD-107610,2016-11-19,Central,Minnesota,Consumer,Office Supplies,4,0.0836,365.88,51.7,C12023,0.1413,51.7,4707.34,2016,2016-11
ORD-107611,2015-03-06,West,California,Consumer,Technology,4,0.0999,720.58,-4.11,C11616,-0.0057,-4.11,5869.33,2015,2015-03
ORD-107612,2014-11-22,Central,Michigan,Consumer,Furniture,3,0.313,360.55,15.83,C12578,0.0439,15.83,1728.06,2014,2014-11
ORD-107613,2016-11-27,South,South Carolina,Consumer,Furniture,3,0.1537,513.13,74.57,C13716,0.1453,74.57,3919.03,2016,2016-11
ORD-107614,2015-08-28,Central,Missouri,Home Office,Office Supplies,2,0.0471,174.11,-21.09,C10440,-0.1211,-21.09,1578.89,2015,2015-08
ORD-107615,2015-04-06,Central,Illinois,Consumer,Furniture,4,0.033,583.29,5.54,C12387,0.0095,5.54,3863.41,2015,2015-04
ORD-107616,2017-01-09,West,Colorado,Consumer,Technology,5,0.1064,632.8,88.1,C13945,0.1392,88.1,632.8,2017,2017-01
ORD-107617,2017-05-04,South,Tennessee,Consumer,Office Supplies,5,0.2372,205.47,-29.55,C10861,-0.1438,-29.55,1020.62,2017,2017-05
ORD-107618,2015-12-27,East,New York,Corporate,Office Supplies,3,0.1524,275.0,27.9,C11553,0.1015,27.9,1453.39,2015,2015-12
ORD-107619,2015-06-04,East,Florida,Consumer,Office Supplies,2,0.1258,109.6,-15.89,C11934,-0.145,-15.89,362.0,2015,2015-06
ORD-107620,2015-03-12,West,Nevada,Corporate,Office Supplies,4,0.1576,260.86,42.35,C11701,0.1623,42.35,2376.65,2015,2015-03
ORD-107621,2015-07-12,West,Washington,Consumer,Furniture,4,0.3142,775.3,26.32,C13080,0.0339,26.32,3423.3,2015,2015-07
ORD-107622,2017-05-31,East,Georgia,Corporate,Office Supplies,2,0.0797,97.57,11.7,C11148,0.1199,11.7,1924.34,2017,2017-05
ORD-107623,2015-02-05,East,Georgia,Consumer,Technology,4,0.0828,779.11,-110.48,C10752,-0.1418,-110.48,4414.07,2015,2015-02
ORD-107624,2015-11-05,West,California,Consumer,Office Supplies,2,0.0396,95.82,19.19,C12932,0.2003,19.19,95.82,2015,2015-11
ORD-107625,2015-09-01,West,Idaho,Corporate,Technology,2,0.1597,631.94,65.75,C11034,0.104,65.75,2474.99,2015,2015-09
ORD-107626,2016-11-26,Central,Kansas,Home Office,Technology,4,0.201,1283.49,172.82,C10199,0.1346,172.82,2354.31,2016,2016-11
ORD-107627,2014-06-29,South,Louisiana,Home Office,Office Supplies,7,0.0381,461.96,85.33,C11201,0.1847,85.33,461.96,2014,2014-06
ORD-107628,2017-04-30,West,Oregon,Consumer,Office Supplies,4,0.1362,240.36,30.5,C13416,0.1269,30.5,3819.57,2017,2017-04
ORD-107629,2014-09-16,South,South Carolina,Corporate,Furniture,6,0.3066,501.66,17.39,C12153,0.0347,17.39,3491.43,2014,2014-09
ORD-107630,2016-01-25,West,Arizona,Consumer,Technology,2,0.1315,449.62,51.28,C12392,0.1141,51.28,746.02,2016,2016-01
ORD-107631,2017-07-29,West,California,Consumer,Office Supplies,6,0.1452,496.67,88.93,C12665,0.1791,88.93,3191.82,2017,2017-07
ORD-107632,2015-06-12,South,Alabama,Consumer,Furniture,3,0.0937,565.85,71.18,C10422,0.1258,71.18,999.35,2015,2015-06
ORD-107633,2015-09-15,West,Oregon,Consumer,Technology,3,0.0665,562.59,28.75,C13033,0.0511,28.75,3135.36,2015,2015-09
ORD-107634,2016-11-01,Central,Minnesota,Consumer,Office Supplies,2,0.0548,84.17,16.08,C10290,0.191,16.08,84.17,2016,2016-11
ORD-107635,2014-05-16,East,New Jersey,Consumer,Technology,2,0.0789,841.18,33.79,C11054,0.0402,33.79,2016.3,2014,2014-05
ORD-107636,2014-05-19,East,New York,Consumer,Technology,2,0.2657,548.26,87.03,C12248,0.1587,87.03,7175.94,2014,2014-05
ORD-107637,2015-01-29,Central,Illinois,Home Office,Office Supplies,2,0.1668,90.78,16.13,C10547,0.1777,16.13,2426.36,2015,2015-01
ORD-107638,2016-08-02,Central,Minnesota,Consumer,Technology,1,0.0868,201.04,13.5,C13098,0.0672,13.5,1925.2,2016,2016-08
ORD-107639,2017-03-20,South,Alabama,Consumer,Technology,2,0.0259,417.87,64.71,C11324,0.1549,64.71,6759.15,2017,2017-03
ORD-107640,2014-05-04,West,California,Consumer,Furniture,2,0.0372,229.05,18.96,C12985,0.0828,18.96,1009.03,2014,2014-05
ORD-107641,2014-11-29,South,Arkansas,Consumer,Furniture,3,0.0937,454.21,63.75,C10665,0.1404,63.75,1952.9,2014,2014-11
ORD-107642,2017-03-20,South,Kentucky,Corporate,Office Supplies,4,0.0476,225.84,30.36,C13033,0.1344,30.36,3135.36,2017,2017-03
ORD-107643,2017-08-07,West,Oregon,Home Office,Office Supplies,3,0.0092,136.05,33.34,C10590,0.2451,33.34,3928.18,2017,2017-08
ORD-107644,2015-05-31,West,California,Consumer,Office Supplies,2,0.0866,105.39,21.08,C11117,0.2,21.08,3159.96,2015,2015-05
ORD-107645,2016-10-03,Central,Wisconsin,Corporate,Furniture,1,0.0607,200.57,30.15,C12851,0.1503,30.15,944.66,2016,2016-10
ORD-107646,2014-06-07,Central,Minnesota,Home Office,Furniture,3,0.0861,503.19,7.41,C10308,0.0147,7.41,3082.71,2014,2014-06
ORD-107647,2014-02-05,Central,Ohio,Consumer,Office Supplies,2,0.0743,173.07,-14.62,C13966,-0.0845,-14.62,1499.72,2014,2014-02
ORD-107648,2016-04-10,Central,Michigan,Consumer,Office Supplies,4,0.0545,228.82,34.2,C12073,0.1495,34.2,1159.14,2016,2016-04
ORD-107649,2015-04-15,West,Oregon,Home Office,Office Supplies,4,0.147,259.55,-21.93,C11470,-0.0845,-21.93,3037.47,2015,2015-04
ORD-107650,2017-12-14,South,South Carolina,Consumer,Furniture,1,0.0156,178.7,18.11,C11883,0.1013,18.11,1084.93,2017,2017-12
ORD-107651,2014-12-26,West,Nevada,Corporate,Furniture,5,0.0696,737.95,90.23,C11348,0.1223,90.23,1882.64,2014,2014-12
ORD-107652,2016-04-10,East,North Carolina,Consumer,Office Supplies,2,0.0463,86.38,-3.36,C11413,-0.0389,-3.36,2053.8,2016,2016-04
ORD-107653,2017-10-22,West,California,Consumer,Office Supplies,1,0.0898,51.39,9.4,C13958,0.1829,9.4,1448.11,2017,2017-10
ORD-107654,2016-06-21,South,South Carolina,Consumer,Office Supplies,1,0.1088,72.18,15.11,C11796,0.2093,15.11,1418.38,2016,2016-06
ORD-107655,2015-08-15,Central,Kansas,Consumer,Office Supplies,2,0.2864,142.38,25.39,C12506,0.1783,25.39,142.38,2015,2015-08
ORD-107656,2015-03-28,South,South Carolina,Corporate,Technology,4,0.2184,964.01,132.89,C11628,0.1379,132.89,3578.92,2015,2015-03
ORD-107657,2016-06-05,West,California,Home Office,Office Supplies,3,0.0468,152.7,20.3,C13030,0.1329,20.3,3747.34,2016,2016-06
ORD-107658,2016-02-20,Central,Illinois,Consumer,Office Supplies,2,0.0462,122.88,22.04,C11813,0.1794,22.04,1435.37,2016,2016-02
ORD-107659,2017-12-15,South,Alabama,Home Office,Office Supplies,2,0.0536,159.15,34.07,C10646,0.2141,34.07,159.15,2017,2017-12
