listing_id,neighborhood,room_type,price_eur,minimum_nights,number_of_reviews,latitude,longitude,last_scraped
ATH-103035,Syntagma,Private room,158.88,1,12,37.973618,23.763153,2025-01-15
ATH-103036,Psiri,Entire home/apt,175.74,3,15,37.992879,23.718097,2025-01-15
ATH-103037,Koukaki,Entire home/apt,122.91,1,20,37.978115,23.709657,2025-01-15
ATH-103038,Monastiraki,Entire home/apt,138.52,3,16,37.987596,23.712954,2025-01-15
ATH-103039,Monastiraki,Entire home/apt,128.78,1,12,37.983728,23.707753,2025-01-15
ATH-103040,Plaka,Entire home/apt,225.37,1,21,37.994282,23.727649,2025-01-15
ATH-103041,Monastiraki,Entire home/apt,58.39,3,16,38.003614,23.712444,2025-01-15
ATH-103042,Plaka,Entire home/apt,119.19,2,17,37.965668,23.723275,2025-01-15
ATH-103043,Koukaki,Entire home/apt,149.41,3,22,37.990961,23.724522,2025-01-15
ATH-103044,Zografou,Entire home/apt,82.68,4,20,37.983088,23.701068,2025-01-15
ATH-103045,Kallithea,Entire home/apt,56.23,5,17,38.002927,23.73268,2025-01-15
ATH-103046,Vyronas,Private room,43.99,1,11,37.978829,23.752295,2025-01-15
ATH-103047,Kypseli,Entire home/apt,82.57,4,27,37.966828,23.730726,2025-01-15
ATH-103048,Kolonaki,Entire home/apt,192.73,1,17,37.999048,23.713297,2025-01-15
ATH-103049,Psiri,Entire home/apt,204.04,2,21,38.007289,23.731196,2025-01-15
ATH-103050,Metaxourgeio,Entire home/apt,52.12,1,17,38.012045,23.712057,2025-01-15
ATH-103051,Kolonaki,Entire home/apt,377.29,1,16,37.985043,23.71434,2025-01-15
ATH-103052,Pangrati,Entire home/apt,42.25,1,21,37.977207,23.731877,2025-01-15
ATH-103053,Gazi,Shared room,195.27,10,18,37.981901,23.751904,2025-01-15
ATH-103054,Monastiraki,Entire home/apt,146.35,2,15,37.962534,23.729257,2025-01-15
ATH-103055,Syntagma,Private room,151.59,3,20,37.993078,23.725027,2025-01-15
ATH-103056,Koukaki,Entire home/apt,€83.43,2,15,37.985305,23.714627,2025-01-15
ATH-103057,Exarcheia,Private room,77.01,1,28,37.986345,23.75318,2025-01-15
ATH-103058,Plaka,Entire home/apt,230.33,2,9,38.003253,23.734949,2025-01-15
ATH-103059,Vyronas,Entire home/apt,38.38,1,18,37.989722,23.695139,2025-01-15
ATH-103060,Pangrati,Entire home/apt,91.66,2,13,38.007287,23.70726,2025-01-15
ATH-103061,Exarcheia,Entire home/apt,€87.32,1,15,37.966253,23.73026,2025-01-15
ATH-103062,Plaka,Entire home/apt,181.52,2,17,37.972804,23.70349,2025-01-15
ATH-103063,Zografou,Entire home/apt,81.71,7,15,37.970113,23.723947,2025-01-15
ATH-103064,Kolonaki,Entire home/apt,164.04,5,17,37.982075,23.658994,2025-01-15
ATH-103065,Ilion,Entire home/apt,42.62,2,19,37.983819,23.734688,2025-01-15
ATH-103066,Kypseli,Entire home/apt,115.29,2,15,37.977166,23.726362,2025-01-15
ATH-103067,Plaka,Entire home/apt,151.39,1,17,37.995608,23.693685,2025-01-15
ATH-103068,Syntagma,Private room,142.95,2,11,37.990714,23.712206,2025-01-15
ATH-103069,Gazi,Entire home/apt,140.85,1,21,37.976274,23.775976,2025-01-15
ATH-103070,Exarcheia,Entire home/apt,62.03,5,14,38.007543,23.721406,2025-01-15
ATH-103071,Plaka,Private room,127.46,5,20,38.000895,23.730532,2025-01-15
ATH-103072,Koukaki,Entire home/apt,167.64,5,20,37.989063,23.742018,2025-01-15
ATH-103073,Gazi,Entire home/apt,132.4,4,14,37.991465,23.69216,2025-01-15
ATH-103074,Exarcheia,Entire home/apt,69.55,4,14,37.985222,23.746152,2025-01-15
ATH-103075,Monastiraki,Entire home/apt,116.48,2,13,37.974094,23.77303,2025-01-15
ATH-103076,Zografou,Entire home/apt,61.79,2,23,37.993614,23.761095,2025-01-15
ATH-103077,Kallithea,Entire home/apt,42.62,1,10,37.960953,23.739681,2025-01-15
ATH-103078,Plaka,Private room,117.57,4,13,37.997123,23.733364,2025-01-15
ATH-103079,Vyronas,Entire home/apt,80.98,2,24,37.97233,23.719273,2025-01-15
ATH-103080,Syntagma,Entire home/apt,118.76,5,15,37.995058,23.714074,2025-01-15
ATH-103081,Ilion,Entire home/apt,78.92,1,22,37.973679,23.733642,2025-01-15
ATH-103082,Neos Kosmos,Entire home/apt,104.29,2,18,37.986333,23.687314,2025-01-15
ATH-103083,Pangrati,Shared room,72.9,1,7,37.997272,23.737266,2025-01-15
ATH-103084,Psiri,Entire home/apt,64.97,1,19,37.998935,23.715634,2025-01-15
ATH-103085,Vyronas,Entire home/apt,74.87,10,16,37.965654,23.700447,2025-01-15
ATH-103086,Syntagma,Entire home/apt,140.75,7,19,38.003987,23.718712,2025-01-15
ATH-103087,Syntagma,Private room,180.9,1,16,37.967644,23.73616,2025-01-15
ATH-103088,Gazi,Entire home/apt,109.12,3,19,37.96225,23.714267,2025-01-15
ATH-103089,Metaxourgeio,Private room,46.32,5,23,37.988149,23.732981,2025-01-15
ATH-103090,Kolonaki,Entire home/apt,62.72,2,22,37.981889,23.72462,2025-01-15
ATH-103091,Ilion,Private room,51.24,10,18,37.998359,23.731906,2025-01-15
ATH-103092,Zografou,Entire home/apt,65.58,4,17,37.9922,23.732722,2025-01-15
ATH-103093,Ilion,Private room,34.01,10,10,37.998284,23.731023,2025-01-15
ATH-103094,Exarcheia,Entire home/apt,117.87,7,19,37.999109,23.716042,2025-01-15
ATH-103095,Monastiraki,Entire home/apt,82.43,1,15,37.967595,23.717729,2025-01-15
ATH-103096,Kypseli,Entire home/apt,63.63,5,15,37.989931,23.778439,2025-01-15
ATH-103097,Ilion,Entire home/apt,51.32,1,13,37.976393,23.726075,2025-01-15
ATH-103098,Koukaki,Entire home/apt,81.41,1,28,37.996595,23.778655,2025-01-15
ATH-103099,Kypseli,Entire home/apt,91.41,3,12,38.011096,23.734156,2025-01-15
ATH-103100,Koukaki,Entire home/apt,114.32,1,18,37.993149,23.749283,2025-01-15
ATH-103101,Exarcheia,Entire home/apt,72.89,3,17,38.004918,23.738481,2025-01-15
ATH-103102,Exarcheia,Entire home/apt,54.04,7,13,37.96773,23.782558,2025-01-15
ATH-103103,Exarcheia,Entire home/apt,86.8,1,21,37.997288,23.69494,2025-01-15
ATH-103104,Syntagma,Entire home/apt,141.59,1,16,38.005943,23.748611,2025-01-15
ATH-103105,Pangrati,Entire home/apt,115.33,1,18,37.994061,23.71566,2025-01-15
ATH-103106,Gazi,Private room,95.21,1,14,37.977552,23.70526,2025-01-15
ATH-103107,Exarcheia,Private room,52.33,3,14,37.995892,23.737321,2025-01-15
ATH-103108,Plaka,Entire home/apt,221.36,10,17,37.996125,23.70415,2025-01-15
ATH-103109,Exarcheia,Entire home/apt,192.13,1,22,38.019894,23.683942,2025-01-15
ATH-103110,Koukaki,Entire home/apt,182.11,1,10,37.993529,23.745282,2025-01-15
ATH-103111,Zografou,Entire home/apt,87.95,4,25,37.970712,23.69448,2025-01-15
ATH-103112,Psiri,Entire home/apt,92.92,5,22,37.999952,23.745785,2025-01-15
ATH-103113,Pangrati,Private room,106.57,10,19,37.981681,23.733145,2025-01-15
ATH-103114,Metaxourgeio,Entire home/apt,39.38,1,15,37.995993,23.725874,2025-01-15
ATH-103115,Exarcheia,Entire home/apt,65.16,5,20,37.98728,23.694841,2025-01-15
ATH-103116,Ilion,Entire home/apt,35.58,1,19,37.988257,23.699089,2025-01-15
ATH-103117,Neos Kosmos,Private room,€80.01,7,18,37.955666,23.71149,2025-01-15
ATH-103118,Kolonaki,Entire home/apt,45.47,2,14,37.967281,23.759289,2025-01-15
ATH-103119,Exarcheia,Private room,97.83,3,20,37.964279,23.759537,2025-01-15
ATH-103120,Exarcheia,Entire home/apt,53.87,7,18,37.97741,23.711577,2025-01-15
ATH-103121,Vyronas,Entire home/apt,53.41,2,22,37.977443,23.742257,2025-01-15
ATH-103122,Koukaki,Private room,184.33,1,13,37.951108,23.747334,2025-01-15
ATH-103123,Metaxourgeio,Private room,101.73,4,18,37.981819,23.698659,2025-01-15
ATH-103124,Kolonaki,Entire home/apt,117.2,2,17,37.987123,23.726743,2025-01-15
ATH-103125,Syntagma,Private room,93.16,2,11,37.986543,23.727083,2025-01-15
ATH-103126,Ilion,Entire home/apt,63.7,5,19,37.965169,23.785049,2025-01-15
ATH-103127,Psiri,Entire home/apt,196.83,2,12,37.997092,23.747279,2025-01-15
ATH-103128,Kolonaki,Entire home/apt,177.32,7,18,37.971437,23.706038,2025-01-15
ATH-103129,Neos Kosmos,Entire home/apt,128.25,1,11,38.019653,23.741106,2025-01-15
ATH-103130,Ilion,Entire home/apt,42.98,1,17,37.964353,23.692724,2025-01-15
ATH-103131,Kolonaki,Entire home/apt,149.8,2,17,37.941423,23.692217,2025-01-15
ATH-103132,Koukaki,Private room,109.14,2,15,37.980635,23.748802,2025-01-15
ATH-103133,Koukaki,Entire home/apt,105.44,4,23,38.008607,23.712125,2025-01-15
ATH-103134,Gazi,Private room,91.53,7,23,37.986673,23.73563,2025-01-15
ATH-103135,Ilion,Entire home/apt,85.84,4,16,37.997054,23.687652,2025-01-15
ATH-103136,Neos Kosmos,Entire home/apt,79.07,2,14,37.995198,23.695408,2025-01-15
ATH-103137,,Private room,64.91,4,17,38.005494,23.699595,2025-01-15
ATH-103138,Koukaki,Entire home/apt,109.54,7,17,37.985285,23.754315,2025-01-15
ATH-103139,Exarcheia,Entire home/apt,92.31,2,15,37.988947,23.749608,2025-01-15
ATH-103140,Exarcheia,Private room,110.13,10,14,37.961219,23.660328,2025-01-15
ATH-103141,Neos Kosmos,Entire home/apt,124.81,7,18,37.992778,23.715822,2025-01-15
ATH-103142,Psiri,Entire home/apt,91.57,2,17,38.005171,23.732765,2025-01-15
ATH-103143,Psiri,Entire home/apt,77.5,1,23,37.955845,23.713377,2025-01-15
ATH-103144,Neos Kosmos,Entire home/apt,53.52,2,21,37.993814,23.732186,2025-01-15
ATH-103145,Syntagma,Entire home/apt,122.37,2,16,38.016573,23.710043,2025-01-15
ATH-103146,Pangrati,Entire home/apt,100.81,2,19,37.982245,23.737845,2025-01-15
ATH-103147,Kolonaki,Entire home/apt,201.07,1,20,38.001901,23.72714,2025-01-15
ATH-103148,Plaka,Entire home/apt,135.64,1,18,37.953115,23.747374,2025-01-15
ATH-103149,Gazi,Entire home/apt,67.48,3,18,37.981866,23.722853,2025-01-15
ATH-103150,Neos Kosmos,Entire home/apt,142.79,2,21,38.021999,23.684984,2025-01-15
ATH-103151,Pangrati,Entire home/apt,152.98,1,23,37.974137,23.709819,2025-01-15
ATH-103152,Kallithea,Entire home/apt,68.07,1,13,37.994371,23.726723,2025-01-15
ATH-103153,Koukaki,Entire home/apt,115.28,4,17,37.973088,23.723777,2025-01-15
ATH-103154,,Entire home/apt,97.71,7,16,37.987973,23.729356,2025-01-15
ATH-103155,Vyronas,Entire home/apt,68.73,1,24,37.969598,23.713706,2025-01-15
ATH-103156,Gazi,Shared room,154.17,2,16,38.001028,23.732373,2025-01-15
ATH-103157,Kolonaki,Entire home/apt,202.22,3,14,38.017985,23.736812,2025-01-15
ATH-103158,Plaka,Entire home/apt,110.46,2,20,38.009958,23.730987,2025-01-15
ATH-103159,Kallithea,Entire home/apt,54.32,1,12,37.987563,23.722479,2025-01-15
ATH-103160,Koukaki,Entire home/apt,81.73,2,17,37.981877,23.732129,2025-01-15
ATH-103161,Metaxourgeio,Entire home/apt,47.87,2,18,37.973071,23.753535,2025-01-15
ATH-103162,Koukaki,Entire home/apt,162.49,4,19,38.000864,23.705931,2025-01-15
ATH-103163,Exarcheia,Entire home/apt,78.79,1,14,37.968201,23.750202,2025-01-15
ATH-103164,Zografou,Private room,73.42,5,17,37.978922,23.734756,2025-01-15
ATH-103165,Psiri,Private room,142.12,1,19,37.975393,23.715247,2025-01-15
ATH-103166,Koukaki,Private room,92.95,1,19,38.003062,23.724108,2025-01-15
ATH-103167,Monastiraki,Entire home/apt,133.34,3,22,37.990622,23.704881,2025-01-15
ATH-103168,Syntagma,Entire home/apt,57.81,1,22,37.977987,23.730247,2025-01-15
ATH-103169,Kypseli,Entire home/apt,48.25,3,20,37.974831,23.745809,2025-01-15
ATH-103170,Neos Kosmos,Entire home/apt,107.96,2,13,37.962107,23.798483,2025-01-15
ATH-103171,Koukaki,Entire home/apt,85.24,2,8,37.954378,23.691871,2025-01-15
ATH-103172,Gazi,Entire home/apt,54.36,3,16,37.995158,23.742209,2025-01-15
ATH-103173,Psiri,Entire home/apt,891.52,7,10,38.012752,23.711784,2025-01-15
ATH-103174,Koukaki,Entire home/apt,157.51,4,14,38.002296,23.703798,2025-01-15
ATH-103175,Koukaki,Entire home/apt,95.0,5,9,38.010152,23.73172,2025-01-15
ATH-103176,Neos Kosmos,Entire home/apt,54.26,3,21,38.006628,23.728222,2025-01-15
ATH-103177,Pangrati,Entire home/apt,96.03,2,14,37.998024,23.735848,2025-01-15
ATH-103178,,Entire home/apt,102.36,2,22,38.009066,23.721825,2025-01-15
ATH-103179,Kypseli,Private room,€83.46,3,22,38.008353,23.711021,2025-01-15
ATH-103180,Metaxourgeio,Entire home/apt,91.34,2,12,37.989268,23.749983,2025-01-15
ATH-103181,Koukaki,Entire home/apt,108.68,1,18,37.965869,23.757936,2025-01-15
ATH-103182,Kallithea,Entire home/apt,34.13,7,15,37.996885,23.752197,2025-01-15
ATH-103183,Ilion,Entire home/apt,74.13,1,16,37.974247,23.695559,2025-01-15
ATH-103184,Ilion,Entire home/apt,€71.31,4,18,37.995516,23.737579,2025-01-15
ATH-103185,Pangrati,Entire home/apt,82.1,1,20,38.009888,23.709625,2025-01-15
ATH-103186,Psiri,Entire home/apt,106.86,4,16,38.006854,23.712996,2025-01-15
ATH-103187,Kypseli,Entire home/apt,34.32,1,19,37.980089,23.726146,2025-01-15
ATH-103188,Kolonaki,Shared room,160.05,2,12,37.986238,23.705904,2025-01-15
ATH-103189,Koukaki,Entire home/apt,150.21,4,15,37.967814,23.761417,2025-01-15
ATH-103190,Kypseli,Shared room,88.27,7,24,38.004391,23.756062,2025-01-15
ATH-103191,Zografou,Entire home/apt,101.92,1,15,37.97171,23.758829,2025-01-15
ATH-103192,Gazi,Entire home/apt,139.75,5,11,37.968974,23.733281,2025-01-15
ATH-103193,Syntagma,Entire home/apt,134.36,1,17,38.015133,23.704623,2025-01-15
ATH-103194,Syntagma,Entire home/apt,132.93,4,13,38.00274,23.735993,2025-01-15
ATH-103195,Vyronas,Entire home/apt,73.26,2,12,37.946841,23.716557,2025-01-15
ATH-103196,Neos Kosmos,Private room,73.94,2,16,37.979051,23.738431,2025-01-15
ATH-103197,Koukaki,Private room,111.74,5,16,37.971294,23.756489,2025-01-15
ATH-103198,Psiri,Entire home/apt,79.94,1,18,37.999018,23.735328,2025-01-15
ATH-103199,Neos Kosmos,Entire home/apt,85.15,1,18,37.958236,23.705321,2025-01-15
ATH-103200,Monastiraki,Private room,364.17,4,19,37.951328,23.729323,2025-01-15
ATH-103201,Exarcheia,Entire home/apt,94.65,2,17,37.988744,23.767512,2025-01-15
ATH-103202,Pangrati,Private room,51.03,2,22,37.983071,23.718573,2025-01-15
ATH-103203,Syntagma,Entire home/apt,154.95,1,16,37.976882,23.765433,2025-01-15
ATH-103204,Syntagma,Entire home/apt,235.06,5,16,37.977074,23.715361,2025-01-15
ATH-103205,Vyronas,Entire home/apt,123.54,2,18,37.99381,23.756408,2025-01-15
ATH-103206,Metaxourgeio,Private room,118.1,2,21,37.948548,23.695009,2025-01-15
ATH-103207,Zografou,Entire home/apt,81.3,1,19,37.972456,23.741832,2025-01-15
ATH-103208,Neos Kosmos,Private room,121.49,3,16,38.003968,23.76105,2025-01-15
ATH-103209,Pangrati,Entire home/apt,117.84,1,21,37.956583,23.77266,2025-01-15
ATH-103210,Monastiraki,Entire home/apt,135.91,5,19,37.999406,23.760455,2025-01-15
ATH-103211,Plaka,Entire home/apt,121.86,3,21,37.977846,23.741782,2025-01-15
ATH-103212,Kallithea,Entire home/apt,107.44,1,22,37.972189,23.761963,2025-01-15
ATH-103213,Kypseli,Entire home/apt,71.13,3,17,37.987676,23.754891,2025-01-15
ATH-103214,,Entire home/apt,190.47,1,15,37.975544,23.717367,2025-01-15
ATH-103215,Ilion,Entire home/apt,71.69,2,19,37.972021,23.69744,2025-01-15
ATH-103216,Kypseli,Entire home/apt,142.49,3,10,37.991311,23.715431,2025-01-15
ATH-103217,Kypseli,Entire home/apt,60.56,2,19,37.937898,23.750349,2025-01-15
ATH-103218,Monastiraki,Entire home/apt,208.41,4,30,37.963834,23.708692,2025-01-15
ATH-103219,Pangrati,Private room,117.34,1,13,37.981955,23.760182,2025-01-15
ATH-103220,Monastiraki,Entire home/apt,168.07,3,17,37.965344,23.736344,2025-01-15
ATH-103221,Koukaki,Entire home/apt,112.02,2,14,37.998626,23.735768,2025-01-15
ATH-103222,Monastiraki,Entire home/apt,155.48,2,16,37.967371,23.709604,2025-01-15
ATH-103223,Ilion,Entire home/apt,58.86,1,11,37.98886,23.722942,2025-01-15
ATH-103224,Ilion,Entire home/apt,55.06,1,19,37.976766,23.729667,2025-01-15
ATH-103225,Koukaki,Entire home/apt,148.2,1,12,37.978423,23.708168,2025-01-15
ATH-103226,Monastiraki,Private room,138.57,1,14,38.01097,23.782734,2025-01-15
ATH-103227,Plaka,Entire home/apt,303.63,1,11,37.985869,23.699173,2025-01-15
ATH-103228,Exarcheia,Entire home/apt,123.45,1,16,38.004413,23.738907,2025-01-15
ATH-103229,Koukaki,Entire home/apt,135.13,7,19,38.014199,23.697631,2025-01-15
ATH-103230,Psiri,Entire home/apt,62.31,1,12,38.015097,23.710572,2025-01-15
ATH-103231,Vyronas,Private room,111.88,2,19,38.000834,23.686923,2025-01-15
ATH-103232,Neos Kosmos,Entire home/apt,44.19,7,22,37.941945,23.751482,2025-01-15
ATH-103233,Syntagma,Private room,72.08,2,11,37.980089,23.733416,2025-01-15
ATH-103234,Ilion,Entire home/apt,44.75,1,18,37.966087,23.730747,2025-01-15
ATH-103235,Pangrati,Private room,91.79,3,17,37.994543,23.73916,2025-01-15
ATH-103236,Zografou,Entire home/apt,85.5,1,14,38.000048,23.758724,2025-01-15
ATH-103237,Kolonaki,Entire home/apt,94.82,3,17,37.969371,23.71643,2025-01-15
ATH-103238,Kallithea,Entire home/apt,85.73,2,13,37.969808,23.732394,2025-01-15
ATH-103239,Syntagma,Entire home/apt,289.15,7,19,37.967666,23.765294,2025-01-15
ATH-103240,Pangrati,Entire home/apt,53.25,1,21,37.967147,23.733742,2025-01-15
ATH-103241,Neos Kosmos,Entire home/apt,115.84,1,23,37.955604,23.707022,2025-01-15
ATH-103242,,Entire home/apt,245.58,5,19,37.971036,23.75259,2025-01-15
ATH-103243,Monastiraki,Entire home/apt,123.58,3,22,37.94309,23.730742,2025-01-15
ATH-103244,Exarcheia,Entire home/apt,73.16,5,14,38.006221,23.685706,2025-01-15
ATH-103245,Koukaki,Entire home/apt,62.65,5,16,37.977861,23.734723,2025-01-15
ATH-103246,Kolonaki,Entire home/apt,188.66,1,16,37.98394,23.746183,2025-01-15
ATH-103247,Exarcheia,Entire home/apt,56.08,5,26,37.992162,23.758231,2025-01-15
ATH-103248,Gazi,Entire home/apt,76.8,5,14,37.984412,23.719633,2025-01-15
ATH-103249,Monastiraki,Shared room,131.0,2,28,37.966743,23.723353,2025-01-15
ATH-103250,Zografou,Entire home/apt,61.13,2,24,37.953352,23.720033,2025-01-15
ATH-103251,Neos Kosmos,Entire home/apt,126.43,1,11,37.981129,23.715896,2025-01-15
ATH-103252,Plaka,Entire home/apt,224.36,1,20,37.990716,23.729546,2025-01-15
ATH-103253,Syntagma,Entire home/apt,205.33,2,14,38.013658,23.754478,2025-01-15
ATH-103254,Plaka,Entire home/apt,206.48,1,19,37.957652,23.715341,2025-01-15
ATH-103255,Gazi,Private room,173.36,3,14,37.995606,23.655827,2025-01-15
ATH-103256,Monastiraki,Entire home/apt,90.77,1,25,38.000014,23.729443,2025-01-15
ATH-103257,Ilion,Shared room,80.07,1,12,37.996759,23.751285,2025-01-15
ATH-103258,,Private room,78.06,1,17,37.968912,23.733174,2025-01-15
ATH-103259,Kypseli,Entire home/apt,64.07,3,16,37.973185,23.688334,2025-01-15
ATH-103260,Metaxourgeio,Entire home/apt,96.97,2,24,37.964052,23.711091,2025-01-15
ATH-103261,Ilion,Private room,103.78,3,9,37.971898,23.767496,2025-01-15
ATH-103262,Koukaki,Entire home/apt,71.93,1,15,37.967352,23.711472,2025-01-15
ATH-103263,Zografou,Entire home/apt,60.37,5,15,37.983567,23.722185,2025-01-15
ATH-103264,Koukaki,Private room,121.64,1,19,37.978817,23.718909,2025-01-15
ATH-103265,Neos Kosmos,Entire home/apt,90.17,3,20,37.965405,23.756868,2025-01-15
ATH-103266,Psiri,Private room,294.75,2,19,37.972016,23.719417,2025-01-15
ATH-103267,Exarcheia,Entire home/apt,97.28,3,13,37.959,23.747773,2025-01-15
ATH-103268,Metaxourgeio,Private room,83.65,7,16,37.991928,23.731143,2025-01-15
ATH-103269,Psiri,Private room,120.84,3,15,37.965774,23.728001,2025-01-15
ATH-103270,Psiri,Entire home/apt,144.68,1,18,37.932874,23.693278,2025-01-15
ATH-103271,Koukaki,Entire home/apt,222.75,2,22,37.983821,23.724738,2025-01-15
ATH-103272,Koukaki,Entire home/apt,95.24,1,13,37.996207,23.732486,2025-01-15
ATH-103273,Metaxourgeio,Entire home/apt,141.1,1,18,37.979664,23.727149,2025-01-15
ATH-103274,Plaka,Entire home/apt,264.78,1,11,37.972031,23.740219,2025-01-15
ATH-103275,Neos Kosmos,Entire home/apt,175.38,3,10,37.990354,23.748324,2025-01-15
ATH-103276,Neos Kosmos,Entire home/apt,126.81,1,20,37.980427,23.722516,2025-01-15
ATH-103277,Monastiraki,Entire home/apt,155.62,2,20,37.968336,23.696697,2025-01-15
ATH-103278,Pangrati,Entire home/apt,104.79,1,15,37.971027,23.700597,2025-01-15
ATH-103279,Kypseli,Entire home/apt,84.95,2,22,37.976903,23.717223,2025-01-15
ATH-103280,Koukaki,Entire home/apt,97.1,3,14,37.978074,23.708275,2025-01-15
ATH-103281,Koukaki,Entire home/apt,158.6,2,22,37.973538,23.765455,2025-01-15
ATH-103282,Plaka,Entire home/apt,104.34,2,23,37.978995,23.731591,2025-01-15
ATH-103283,Kypseli,Entire home/apt,128.68,5,15,37.975343,23.732757,2025-01-15
ATH-103284,Exarcheia,Private room,104.66,2,15,38.002258,23.717084,2025-01-15
ATH-103285,Kallithea,Entire home/apt,74.07,2,25,38.004766,23.714022,2025-01-15
ATH-103286,,Entire home/apt,60.53,5,14,37.956978,23.6932,2025-01-15
ATH-103287,Psiri,Entire home/apt,91.28,10,25,37.974662,23.716535,2025-01-15
ATH-103288,Pangrati,Entire home/apt,60.05,1,14,37.973167,23.760767,2025-01-15
ATH-103289,Plaka,Entire home/apt,115.47,3,22,37.989405,23.712373,2025-01-15
ATH-103290,Ilion,Entire home/apt,62.32,5,20,38.007803,23.77378,2025-01-15
ATH-103291,Koukaki,Entire home/apt,150.6,2,9,37.995134,23.760864,2025-01-15
ATH-103292,Zografou,Entire home/apt,51.99,1,21,37.989658,23.714069,2025-01-15
ATH-103293,Ilion,Entire home/apt,67.99,1,19,37.968046,23.7558,2025-01-15
ATH-103294,Plaka,Entire home/apt,153.99,2,21,37.998578,23.756788,2025-01-15
ATH-103295,Plaka,Entire home/apt,162.54,2,13,37.966655,23.79362,2025-01-15
ATH-103296,Ilion,Private room,71.84,3,21,37.977867,23.730265,2025-01-15
ATH-103297,Plaka,Entire home/apt,239.83,3,14,37.975331,23.744101,2025-01-15
ATH-103298,Exarcheia,Entire home/apt,88.81,2,13,37.968979,23.774578,2025-01-15
ATH-103299,Neos Kosmos,Entire home/apt,56.02,1,14,38.005952,23.725284,2025-01-15
ATH-103300,Zografou,Entire home/apt,35.19,7,26,37.981139,23.734824,2025-01-15
ATH-103301,Ilion,Private room,20.55,1,16,37.972561,23.742541,2025-01-15
ATH-103302,Kallithea,Entire home/apt,90.15,1,30,37.986686,23.688358,2025-01-15
ATH-103303,Exarcheia,Entire home/apt,129.63,2,24,37.965123,23.721667,2025-01-15
ATH-103304,Koukaki,Entire home/apt,112.31,1,15,37.975898,23.718383,2025-01-15
ATH-103305,Vyronas,Entire home/apt,93.97,1,15,37.965962,23.724506,2025-01-15
ATH-103306,Syntagma,Private room,167.62,10,12,37.93517,23.725255,2025-01-15
ATH-103307,Ilion,Entire home/apt,54.35,1,19,37.961283,23.726344,2025-01-15
ATH-103308,Kolonaki,Entire home/apt,160.45,1,23,37.953351,23.724681,2025-01-15
ATH-103309,Psiri,Entire home/apt,98.54,2,16,37.983005,23.750691,2025-01-15
ATH-103310,Pangrati,Entire home/apt,84.17,7,15,38.00735,23.742475,2025-01-15
ATH-103311,Plaka,Entire home/apt,106.43,2,16,38.004488,23.70841,2025-01-15
ATH-103312,Monastiraki,Entire home/apt,81.35,2,24,37.994718,23.731848,2025-01-15
ATH-103313,Psiri,Entire home/apt,128.03,2,15,37.984838,23.73449,2025-01-15
ATH-103314,Plaka,Private room,104.87,1,20,38.006366,23.712124,2025-01-15
ATH-103315,Syntagma,Entire home/apt,109.83,3,17,37.986881,23.734327,2025-01-15
ATH-103316,Vyronas,Private room,113.51,1,8,37.975939,23.697926,2025-01-15
ATH-103317,Kypseli,Entire home/apt,89.8,1,13,37.982996,23.720639,2025-01-15
ATH-103318,Syntagma,Entire home/apt,115.85,3,12,37.949324,23.732282,2025-01-15
ATH-103319,Exarcheia,Private room,94.78,3,20,38.00423,23.696964,2025-01-15
ATH-103320,Kallithea,Entire home/apt,63.12,1,24,37.990234,23.701932,2025-01-15
ATH-103321,Syntagma,Entire home/apt,141.92,2,19,37.97663,23.736885,2025-01-15
ATH-103322,Plaka,Entire home/apt,112.22,1,21,37.98907,23.741367,2025-01-15
ATH-103323,Kolonaki,Entire home/apt,92.45,1,17,37.959324,23.726626,2025-01-15
ATH-103324,Koukaki,Entire home/apt,120.83,1,18,37.988613,23.732573,2025-01-15
ATH-103325,Kolonaki,Entire home/apt,178.34,3,17,37.977762,23.73845,2025-01-15
ATH-103326,Neos Kosmos,Entire home/apt,98.88,2,16,37.988901,23.741083,2025-01-15
ATH-103327,Plaka,Entire home/apt,227.84,2,19,37.980248,23.74013,2025-01-15
ATH-103328,Exarcheia,Private room,91.71,4,17,37.978958,23.726043,2025-01-15
ATH-103329,Kypseli,Entire home/apt,67.55,2,15,37.971942,23.723333,2025-01-15
ATH-103330,Gazi,Private room,114.71,3,17,37.98119,23.720161,2025-01-15
ATH-103331,Kolonaki,Entire home/apt,160.74,2,20,37.980328,23.714684,2025-01-15
ATH-103332,Metaxourgeio,Private room,49.33,7,19,37.990263,23.748749,2025-01-15
ATH-103333,Plaka,Entire home/apt,111.22,5,16,37.97837,23.71435,2025-01-15
ATH-103334,Vyronas,Entire home/apt,58.49,1,20,37.953966,23.703222,2025-01-15
ATH-103335,Kolonaki,Entire home/apt,129.35,3,7,37.996067,23.725705,2025-01-15
ATH-103336,Plaka,Entire home/apt,144.12,2,14,38.000528,23.743878,2025-01-15
ATH-103337,Koukaki,Entire home/apt,161.89,2,14,37.97958,23.716928,2025-01-15
ATH-103338,Pangrati,Shared room,60.71,1,14,38.001108,23.765066,2025-01-15
ATH-103339,Gazi,Entire home/apt,75.06,1,14,38.002909,23.725556,2025-01-15
ATH-103340,Vyronas,Entire home/apt,105.18,1,17,37.954184,23.705664,2025-01-15
ATH-103341,Neos Kosmos,Entire home/apt,63.06,2,23,37.999423,23.742423,2025-01-15
