Order ID,Order Date,Region,State,Segment,Category,Sub-Category,Quantity,Discount,Sales,Profit
ORD-002011,2015-12-12 04:39:49,Central,MI,Consumer,Furniture,Bookcases,3,0.37,20.0,-38.44
ORD-002012,2017-12-18 03:51:52,Central,MO,Home Office,Technology,Accessories,5,0.12,1069.14,173.99
ORD-002013,2015-04-18 14:58:26,South,FL,Home Office,Furniture,Bookcases,6,0.0,40.0,-12.09
ORD-002014,2015-12-29 21:01:38,Central,IL,Consumer,Office Supplies,Binders,3,0.1,1226.43,1.45
ORD-002015,2018-05-14 14:03:11,East,PA,Corporate,Office Supplies,Binders,3,0.14,727.99,238.26
ORD-002016,2014-10-28 22:56:35,West,WA,Consumer,Furniture,Chairs,4,0.04,26.67,14.46
ORD-002017,2017-08-07 05:41:11,West,CO,Consumer,Furniture,Tables,5,0.2,985.67,-25.8
ORD-002018,2017-10-11 07:47:32,Central,MI,Corporate,Technology,Accessories,1,0.26,182.63,-59.62
ORD-002019,2014-11-09 22:13:59,West,CA,Consumer,Office Supplies,Storage,1,0.21,106.45,73.07
ORD-002020,2015-11-20 00:00:00,Central,WI,Corporate,Office Supplies,Binders,7,0.1,355.07,-53.82
ORD-002021,2014-04-02 01:55:17,East,NY,Consumer,Office Supplies,Binders,4,0.18,96.1,51.38
ORD-002022,2015-06-04 09:46:58,South,GA,Consumer,Office Supplies,Accessories,3,0.06,780.72,95.46
ORD-002023,2018-07-06 17:23:44,South,TN,Consumer,Office Supplies,Binders,6,0.11,392.38,103.85
ORD-002024,2017-10-10 22:21:25,West,CO,Home Office,Technology,Phones,2,0.21,415.95,102.51
ORD-002025,2016-03-19 19:49:33,East,NY,Consumer,Technology,Phones,3,0.14,93.54,-8.37
ORD-002026,2014-06-17 23:57:30,Central,IL,Consumer,Office Supplies,Storage,4,0.18,543.89,-70.75
ORD-002027,2015-12-14 15:26:04,East,MD,Corporate,Furniture,Tables,3,0.05,450.93,-111.33
ORD-002028,2016-05-02 07:14:24,West,AZ,Home Office,Technology,Phones,1,0.14,54.57,51.55
ORD-002029,2017-02-06 07:18:26,Central,MI,Consumer,Office Supplies,Storage,2,0.14,504.92,-136.32
ORD-002030,2014-05-03 09:57:28,East,VA,Consumer,Office Supplies,Storage,7,0.23,600.79,66.82
ORD-002031,2015-03-14 18:49:27,South,TX,Corporate,Furniture,Bookcases,5,0.13,1290.51,-14.65
ORD-002032,2014-09-10 10:39:00,Central,MI,Consumer,Furniture,Furnishings,4,0.12,289.66,48.91
ORD-002033,2017-09-28 17:55:48,South,NC,Consumer,Office Supplies,Storage,5,0.0,94.9,76.97
ORD-002034,2016-08-19 04:48:20,South,TN,Corporate,Office Supplies,Paper,5,0.28,810.49,62.27
ORD-002035,2015-10-05 22:17:01,East,PA,Consumer,Technology,Copiers,5,0.17,1753.56,300.73
ORD-002036,2015-09-02 00:00:00,South,NC,Home Office,Office Supplies,Paper,1,0.0,48.25,4.69
ORD-002037,2014-01-15 23:31:58,West,WA,Corporate,Technology,Accessories,4,0.28,1021.06,92.44
ORD-002038,2017-10-23 11:28:35,Central,IL,Consumer,Technology,Phones,4,0.19,1157.02,217.02
ORD-002039,2014-04-18 18:39:53,East,MA,Corporate,Furniture,Chairs,4,0.13,26.67,-54.84
ORD-002040,2014-03-23 23:17:52,East,PA,Home Office,Office Supplies,Binders,2,0.04,419.28,84.84
ORD-002041,2016-09-07 23:01:39,Central,MO,Consumer,Furniture,Tables,4,0.16,745.84,264.89
ORD-002042,2016-04-14 08:09:20,East,VA,Consumer,Office Supplies,Accessories,3,0.22,722.93,60.26
ORD-002043,2014-02-01 18:06:03,East,VA,Consumer,Furniture,Bookcases,6,0.19,40.0,134.95
ORD-002044,2015-10-10 00:36:36,West,WA,Consumer,Technology,Phones,6,0.22,1372.38,272.07
ORD-002045,2015-10-23 14:05:03,Central,MO,Corporate,Office Supplies,Binders,3,0.09,621.99,126.92
ORD-002046,2018-12-27 19:16:18,Central,MI,Consumer,Furniture,Bookcases,8,0.12,4525.34,239.54
ORD-002047,2016-04-04 05:46:49,South,TN,Home Office,Office Supplies,Storage,1,0.16,138.71,47.71
ORD-002048,2018-03-14 19:18:59,East,MD,Corporate,Furniture,Furnishings,4,0.15,1218.43,81.13
ORD-002049,2014-05-25 07:43:45,Central,MI,Home Office,Furniture,Furnishings,2,0.08,13.33,-67.62
ORD-002050,2018-04-12 22:43:34,South,GA,Consumer,Technology,Machines,3,0.24,572.87,120.33
ORD-002051,2017-03-20 20:25:45,Central, MI ,Corporate,Office Supplies,Accessories,1,0.08,126.3,67.49
ORD-002052,2016-01-17 21:30:09,Central,WI,Corporate,Office Supplies,Storage,3,0.14,412.55,-89.85
ORD-002053,2016-03-13 04:39:39,South,FL,Corporate,Office Supplies,Binders,8,0.0,275.22,17.26
ORD-002054,2014-10-06 21:02:18,West,CA,Consumer,Furniture,Tables,5,0.21,594.61,7.27
ORD-002055,2015-03-21 20:21:18,West,CA,Consumer,Furniture,Tables,1,0.29,213.92,-47.41
ORD-002056,2018-03-03 03:33:03,East,VA,Consumer,Furniture,Chairs,6,0.0,522.7,96.22
ORD-002057,2016-12-10 06:21:18,East,MA,Consumer,Furniture,Bookcases,4,0.21,65.07,31.23
ORD-002058,2016-12-13 02:24:30,East,PA,Corporate,Technology,Copiers,3,0.2,998.05,106.17
ORD-002059,2016-02-07 11:39:44,West,CA,Corporate,Technology,Copiers,3,0.27,579.42,7.16
ORD-002060,2016-10-16 21:59:40,West,CA,Home Office,Technology,Accessories,6,0.02,742.54,160.77
ORD-002061,2017-05-01 20:24:56,West,WA,Corporate,Technology,Copiers,6,0.1,40.0,-1.75
ORD-002062,2018-11-21 14:08:47,South,FL,Corporate,Technology,Copiers,7,0.07,1275.6,204.69
ORD-002063,2014-06-05 00:42:04,Central,MI,Home Office,Technology,Copiers,7,0.19,1474.03,286.27
ORD-002064,2015-02-26 01:15:24,South,TX,Home Office,Technology,Accessories,6,0.09,40.0,143.63
ORD-002065,2014-10-31 09:09:46,East,PA,Consumer,Furniture,Furnishings,3,0.31,47.05,150.55
ORD-002066,2017-12-10 19:55:27,Central,WI,Consumer,Office Supplies,Paper,5,0.17,33.33,203.15
ORD-002067,2017-02-13 21:58:22,East,MA,Home Office,Office Supplies,Storage,4,0.2,1015.23,35.73
ORD-002068,2014-01-18 00:06:37,West,CA,Consumer,Furniture,Chairs,2,0.14,322.12,95.49
ORD-002069,2016-05-16 06:05:59,East,MA,Corporate,Furniture,Chairs,5,0.16,767.45,49.61
ORD-002070,2014-05-05 12:06:28,South,TN,Consumer,Office Supplies,Storage,2,0.17,372.42,255.33
ORD-002071,2018-05-05 20:08:39,South,FL,Corporate,Furniture,Furnishings,5,0.29,725.17,143.64
ORD-002072,2018-06-26 08:11:06,Central,WI,Home Office,Technology,Accessories,3,0.05,712.47,71.15
ORD-002073,2017-01-27 21:28:34,West,AZ,Corporate,Technology,Phones,4,0.17,714.05,19.35
ORD-002074,2016-09-11 10:02:49,Central,OH,Home Office,Technology,Copiers,6,23%,83.53,-19.44
ORD-002075,2017-10-05 23:14:41,South,TX,Consumer,Office Supplies,Accessories,5,8%,2196.42,291.33
ORD-002076,2016-06-04 04:45:32,West,WA,Corporate,Technology,Machines,1,0.26,187.74,12.92
ORD-002077,2016-07-25 14:55:09,West,AZ,Home Office,Office Supplies,Accessories,2,0.31,164.41,-70.94
ORD-002078,2017-06-20 23:25:25,South,NC,Consumer,Furniture,Furnishings,4,0.06,387.44,-134.76
ORD-002079,2014-08-26 02:21:21,West,AZ,Consumer,Technology,Machines,3,0.14,529.98,100.0
ORD-002080,2018-12-19 23:46:24,Central,MO,Consumer,Office Supplies,Accessories,5,0.13,1154.69,34.14
ORD-002081,2017-01-25 20:41:59,South,NC,Consumer,Technology,Copiers,4,0.22,1149.91,96.56
ORD-002082,2016-09-21 05:47:08,West,WA,Corporate,Office Supplies,Binders,3,0.24,935.12,52.38
ORD-002083,2016-07-26 19:28:01,West,AZ,Consumer,Technology,Machines,2,0.15,593.68,112.87
ORD-002084,2015-04-27 00:04:24,Central,MI,Corporate,Technology,Machines,2,0.12,13.33,80.79
ORD-002085,2016-11-26 17:02:34,Central,IN,Consumer,Technology,Machines,5,0.26,1414.79,122.73
ORD-002086,2016-05-14 01:45:21,South,TN,Home Office,Technology,Phones,3,19%,1003.38,112.8
ORD-002087,2016-11-26 09:27:01,East,MA,Consumer,Furniture,Chairs,5,0.09,748.7,4.0
ORD-002088,2014-11-03 21:42:42,Central,MI,Home Office,Technology,Machines,7,0.27,1327.25,219.47
ORD-002089,2018-08-20 10:51:38,East,VA,Consumer,Furniture,Bookcases,4,0.14,950.33,79.47
ORD-002090,2015-10-03 16:18:15,South,FL,Consumer,Office Supplies,Storage,7,0.13,2810.27,276.37
ORD-002091,2018-07-04 11:01:27,East,NY,Corporate,Technology,Phones,2,0.01,295.3,151.74
ORD-002092,2015-06-10 02:21:59,West,CA,Home Office,Furniture,Tables,4,0.25,643.34,89.68
ORD-002093,2016-11-23 19:39:30,South,GA,Consumer,Furniture,Chairs,5,0.13,573.54,-71.6
ORD-002094,2017-01-30 04:24:16,South,GA,Consumer,Furniture,Furnishings,6,0.19,2360.23,138.3
ORD-002095,2017-01-21 01:51:59,West,CA,Consumer,Technology,Phones,1,0.11,241.48,-83.25
ORD-002096,2016-01-15 18:24:48,Central,IN,Consumer,Technology,Machines,5,0.14,33.33,2.5
ORD-002097,2017-12-02 09:17:40,central,IL,Consumer,Technology,Phones,5,0.29,2053.38,317.98
ORD-002098,2017-12-09 04:13:44,Central,MI,Consumer,Office Supplies,Storage,1,0.22,296.04,56.7
ORD-002099,2017-06-21 18:45:23,South,NC,Consumer,Furniture,Furnishings,2,0.16,868.45,111.88
ORD-002100,2014-12-19 02:48:16,South,TN,Consumer,Office Supplies,Storage,3,16%,20.0,78.47
ORD-002101,2018-04-23 05:24:10,East,PA,Consumer,Furniture,Chairs,1,0.25,201.15,55.95
ORD-002102,2016-11-17 23:06:12,Central,OH,Consumer,Furniture,Bookcases,2,0.06,652.91,-101.09
ORD-002103,2014-02-14 20:48:36,East,VA,Consumer,Office Supplies,Paper,5,0.07,33.33,141.26
ORD-002104,2014-08-19 01:10:05,West,CO,Consumer,Technology,Accessories,1,0.12,323.8,28.38
ORD-002105,2016-04-08 05:57:55,East,MA,Consumer,Furniture,Bookcases,5,0.22,230.83,24.96
ORD-002106,2015-03-31 12:11:06,East,NY,Consumer,Office Supplies,Binders,4,0.27,992.34,141.1
ORD-002107,2014-06-28 18:26:22,South,TX,Consumer,Furniture,Tables,6,0.22,40.0,70.88
ORD-002108,2015-10-10 22:13:51,East,PA,Home Office,Technology,Copiers,4,0.1,799.48,165.97
ORD-002109,2014-12-17 21:46:33,South,TX,Consumer,Office Supplies,Accessories,4,0.21,511.96,82.42
ORD-002110,2014-05-14 20:01:11,Central,WI,Consumer,Office Supplies,Paper,1,0.17,190.78,106.48
ORD-002111,2017-01-24 05:10:46,South,FL,Consumer,Office Supplies,Storage,5,0.24,1778.41,331.59
ORD-002112,2016-09-17 00:00:00,West,AZ,Consumer,Technology,Machines,2,0.31,322.97,168.31
ORD-002113,2018-03-05 15:54:33,East,MD,Corporate,Technology,Machines,8,0.28,2110.2,245.3
ORD-002114,2014-04-10 05:55:57,Central,IL,Home Office,Furniture,Chairs,6,0.31,1038.41,33.3
ORD-002115,2015-07-04 20:10:36,Central,IL,Corporate,Furniture,Chairs,6,0.17,1674.2,109.24
ORD-002116,2015-01-08 19:56:00,Central,WI,Home Office,Technology,Accessories,4,12%,1292.56,324.75
ORD-002117,2014-03-09 18:08:21,South,TX,Corporate,Furniture,Chairs,1,0.1,152.17,76.46
ORD-002118,2017-04-03 14:21:05,East,MA,Consumer,Technology,Copiers,2,0.19,785.56,103.86
ORD-002119,2015-06-10 09:04:30,East,PA,Consumer,Office Supplies,Accessories,1,0.11,180.2,51.31
ORD-002120,2018-05-05 00:51:18,East,NY,Home Office,Technology,Accessories,6,0.13,1767.44,322.56
ORD-002121,2015-01-04 03:46:55,Central,MI,Home Office,Office Supplies,Storage,4,0.13,813.46,76.77
ORD-002122,2014-04-21 11:52:14,West,CA,Consumer,Technology,Accessories,3,0.09,320.57,-19.24
ORD-002123,2016-04-02 19:42:46,Central,WI,Consumer,Furniture,Chairs,1,0.09,62.3,44.89
ORD-002124,2015-06-27 16:31:40,West,AZ,Consumer,Furniture,Chairs,1,0.12,314.38,209.86
ORD-002125,2014-02-24 05:48:05,West,CA,Consumer,Office Supplies,Paper,2,0.2,457.36,67.26
ORD-002126,2017-11-15 09:15:27,Central,MI,Corporate,Furniture,Furnishings,4,0.12,757.97,83.21
ORD-002127,2015-01-19 19:04:10,Central,WI,Consumer,Office Supplies,Storage,1,0.12,460.27,64.55
ORD-002128,2014-02-05 18:43:48,Central,MI,Home Office,Technology,Phones,3,0.16,458.6,
ORD-002129,2015-10-15 01:50:00,East,NY,Consumer,Technology,Phones,7,0.21,46.67,16.77
ORD-002130,2016-12-20 21:03:23,West,WA,Consumer,Furniture,Chairs,1,0.13,133.23,10.34
ORD-002131,2017-05-18 20:15:34,South,GA,Home Office,Office Supplies,Paper,1,0.2,405.87,55.78
ORD-002132,2015-01-04 17:35:53,South,GA,Home Office,Office Supplies,Binders,4,0.12,904.26,76.27
ORD-002133,2014-04-16 00:22:01,East,VA,Consumer,Furniture,Tables,2,0.13,915.75,-3.5
ORD-002134,2015-11-30 05:05:21,East,PA,Home Office,Office Supplies,Accessories,2,0.1,101.29,127.48
ORD-002135,2014-05-17 07:39:13,Central,MI,Corporate,Technology,Copiers,4,0.11,1244.8,100.94
ORD-002136,2018-05-22 04:58:53,South,TX,Consumer,Technology,Accessories,4,0.23,26.67,-70.9
ORD-002137,2014-05-21 23:25:39,Central,MO,Consumer,Technology,Machines,7,0.32,1363.82,309.39
ORD-002138,2015-05-27 05:22:10,East,MA,Consumer,Office Supplies,Paper,6,0.25,1158.75,64.24
ORD-002139,2015-06-16 01:58:46,South,FL,Consumer,Office Supplies,Accessories,7,0.14,837.83,134.94
ORD-002140,2016-04-19 14:08:52,Central,WI,Corporate,Technology,Accessories,4,0.05,376.66,107.97
ORD-002141,2014-02-02 09:04:13,Central,IL,Home Office,Furniture,Furnishings,4,0.13,26.67,101.51
ORD-002142,2017-07-25 14:14:46,South,NC,Consumer,Furniture,Chairs,5,0.11,1718.82,94.92
ORD-002143,2018-12-28 14:53:23,Central,WI,Consumer,Technology,Phones,3,0.22,604.4,
ORD-002144,2014-11-11 00:00:00,East,MD,Home Office,Technology,Accessories,2,0.2,206.82,82.26
ORD-002145,2015-07-06 00:48:46,South,FL,Consumer,Technology,Phones,2,0.17,13.33,38.48
ORD-002146,2016-10-07 01:45:25,Central,MI,Consumer,Office Supplies,Binders,7,0.14,607.66,36.26
ORD-002147,2015-06-23 19:12:46,West,CO,Consumer,Office Supplies,Storage,4,0.19,1734.11,155.84
ORD-002148,2018-04-06 11:18:32,South,NC,Consumer,Office Supplies,Storage,1,0.18,24.2,36.59
ORD-002149,2016-10-20 02:25:25,East,NY,Consumer,Office Supplies,Paper,1,0.13,23.29,34.95
ORD-002150,2018-02-24 21:49:43,West,CA,Consumer,Office Supplies,Binders,3,0.1,400.6,7.99
ORD-002151,2016-06-23 15:04:45,South,TN,Consumer,Furniture,Chairs,7,0.16,3083.02,210.16
ORD-002152,2017-02-05 21:56:26,Central,IL,Consumer,Technology,Accessories,7,0.25,2092.51,347.93
ORD-002153,2017-07-21 08:14:46,East,VA,Corporate,Furniture,Furnishings,5,0.08,585.45,197.21
ORD-002154,2014-09-17 06:32:04,Central,IL,Home Office,Technology,Copiers,3,0.28,20.0,-91.97
ORD-002155,2016-04-10 12:48:59,West,AZ,Home Office,Furniture,Tables,3,0.0,831.27,-24.63
ORD-002156,2016-12-24 09:36:54,West,CA,Home Office,Office Supplies,Accessories,3,0.15,877.66,171.03
ORD-002157,2014-09-06 05:27:36,South,FL,Corporate,Furniture,Furnishings,4,0.27,1116.18,-33.62
ORD-002158,2016-03-01 19:12:38,East,VA,Home Office,Technology,Phones,3,0.19,896.42,151.38
ORD-002159,2016-09-27 08:27:56,West,AZ,Home Office,Office Supplies,Paper,3,0.2,809.33,
ORD-002160,2015-07-11 10:54:55,East,MD,Consumer,Office Supplies,Binders,5,0.05,1549.78,321.91
ORD-002161,2018-07-01 16:25:20,West,CO,Home Office,Technology,Phones,4,0.2,182.54,78.32
ORD-002162,2018-01-17 04:26:36,Central,IL,Consumer,Technology,Copiers,2,0.17,719.79,29.75
ORD-002163,2014-01-10 19:06:32,Central,IN,Consumer,Technology,Machines,6,0.08,765.68,193.61
ORD-002164,2016-01-04 00:31:29,Central,IL,Consumer,Technology,Phones,3,0.2,299.34,-1.66
ORD-002165,2014-05-14 07:12:44,Central,IN,Consumer,Furniture,Chairs,2,0.17,538.28,-92.03
ORD-002166,2017-11-29 22:14:34,Central,IN,Consumer,Office Supplies,Accessories,2,0.25,13.33,182.1
ORD-002167,2018-10-25 02:29:40,East,MA,Corporate,Furniture,Tables,1,0.19,274.3,-37.09
ORD-002168,2014-12-26 21:36:51,West,AZ,Consumer,Furniture,Chairs,3,0.18,449.35,-151.29
ORD-002169,2017-05-18 10:22:32,East,NY,Consumer,Furniture,Furnishings,1,0.15,467.95,-13.62
ORD-002170,2018-08-01 20:42:31,West,CO,Corporate,Office Supplies,Storage,9,0.15,3381.0,445.23
ORD-002171,2017-05-05 07:13:25,Central,OH,Corporate,Office Supplies,Binders,1,0.29,56.47,153.37
ORD-002172,2015-10-12 07:49:14,East,PA,Corporate,Furniture,Bookcases,3,0.22,1487.58,30.55
ORD-002173,2014-01-16 15:10:00,West,CO,Consumer,Technology,Copiers,2,0.3,159.57,75.32
ORD-002174,2018-08-21 02:25:39,Central,MO,Corporate,Technology,Copiers,5,0.0,909.02,94.77
ORD-002175,2015-09-12 04:50:54,South,TN,Consumer,Furniture,Tables,4,0.12,1646.25,160.32
ORD-002176,2018-12-12 04:52:09,South,TX,Home Office,Furniture,Furnishings,4,0.14,1220.07,-64.33
ORD-002177,2016-09-24 12:01:34,South,NC,Consumer,Technology,Machines,1,0.25,174.98,129.91
ORD-002178,2016-12-29 07:38:32,East,NY,Consumer,Technology,Copiers,5,0.05,1317.06,381.72
ORD-002179,2014-11-11 20:41:26,Central,OH,Consumer,Office Supplies,Paper,4,0.16,2233.61,280.14
ORD-002180,2018-12-04 05:20:49,Central,MO,Consumer,Technology,Accessories,3,0.26,1038.14,89.4
ORD-002181,2014-07-12 08:16:02,East,MA,Consumer,Office Supplies,Paper,6,0.11,1072.35,157.56
ORD-002182,2016-12-25 11:44:39,Central,WI,Corporate,Technology,Accessories,2,0.18,690.77,-26.72
ORD-002183,2017-08-23 10:24:20,South,FL,Consumer,Technology,Machines,8,0.12,1797.6,310.77
ORD-002184,2015-11-08 01:40:30,South,TN,Corporate,Technology,Machines,2,0.14,396.43,53.56
ORD-002185,2014-12-01 21:28:15,South,TN,Home Office,Office Supplies,Storage,3,0.09,20.0,18.79
ORD-002186,2016-12-24 11:04:39,Central,IN,Home Office,Office Supplies,Accessories,2,0.22,31.65,10.6
ORD-002187,2018-06-12 01:20:56,West,WA,Consumer,Office Supplies,Paper,3,0.21,929.08,-103.29
ORD-002188,2018-02-03 18:11:26,Central,IL,Consumer,Furniture,Chairs,5,0.18,699.13,-44.93
ORD-002189,2016-07-25 00:55:48,East,MD,Corporate,Office Supplies,Binders,3,0.19,1063.04,129.76
ORD-002190,2017-09-28 05:47:44,East,MA,Consumer,Office Supplies,Accessories,3,0.18,57.23,-72.01
ORD-002191,2014-08-02 03:57:46,Central,WI,Consumer,Office Supplies,Accessories,4,0.16,914.05,99.09
ORD-002192,2017-10-21 19:33:46,South,GA,Consumer,Furniture,Chairs,6,0.24,594.4,-8.73
ORD-002193,2016-10-23 23:22:10,Central,IN,Corporate,Office Supplies,Paper,2,0.21,187.67,-43.27
ORD-002194,2016-04-04 16:34:36,Central,MO,Consumer,Furniture,Chairs,1,0.11,6.67,85.78
ORD-002195,2015-10-29 17:35:05,East,PA,Consumer,Office Supplies,Paper,4,0.18,1005.09,40.55
ORD-002196,2015-06-28 23:51:30,Central,IN,Corporate,Office Supplies,Paper,3,0.31,931.88,-51.4
ORD-002197,2018-02-15 00:36:25,Central,IN,Consumer,Office Supplies,Accessories,1,0.26,245.97,121.87
ORD-002198,2014-08-25 16:33:02,East,VA,Consumer,Technology,Accessories,5,0.08,2902.07,347.61
ORD-002199,2018-05-03 08:09:55,East,VA,Consumer,Technology,Machines,7,0.05,1303.64,141.45
ORD-002200,2017-05-09 18:46:23,South,TX,Home Office,Furniture,Tables,2,0.22,13.33,-13.15
ORD-002201,2014-11-09 18:59:41,Central,WI,Consumer,Office Supplies,Storage,3,0.21,692.15,-6.59
ORD-002202,2014-10-22 01:43:28,South,TX,Consumer,Technology,Copiers,3,0.19,620.06,244.44
ORD-002203,2015-11-20 15:06:36,East,NY,Corporate,Furniture,Bookcases,4,0.13,38.27,168.28
ORD-002204,2018-05-28 06:06:32,Central,IN,Corporate,Office Supplies,Storage,5,0.26,674.25,-81.34
ORD-002205,2014-08-02 06:05:03,Central,WI,Corporate,Furniture,Furnishings,1,0.23,229.37,68.12
ORD-002206,2015-10-05 04:25:23,West,WA,Consumer,Office Supplies,Accessories,5,0.1,1523.53,174.59
ORD-002207,2016-09-22 03:34:10,Central,MI,Corporate,Office Supplies,Binders,2,0.27,678.55,95.55
ORD-002208,2015-11-11 00:41:06,Central,IL,Consumer,Office Supplies,Binders,2,0.09,83.99,8.92
ORD-002209,2017-09-28 03:16:33,East,PA,Home Office,Technology,Accessories,6,0.18,1650.85,200.27
ORD-002210,2016-04-30 06:37:18,South,NC,Home Office,Furniture,Bookcases,6,0.17,354.75,79.0
ORD-002211,2018-09-22 01:28:50,South,TN,Consumer,Furniture,Tables,4,0.24,206.47,55.38
ORD-002212,2016-03-29 14:31:53,East,NY,Consumer,Technology,Copiers,1,0.15,361.1,187.4
ORD-002213,2018-03-28 05:17:45,Central,MO,Consumer,Office Supplies,Paper,2,0.13,314.49,100.59
ORD-002214,2017-04-21 20:10:24,Central,IL,Consumer,Office Supplies,Accessories,8,0.21,2551.18,128.71
ORD-002215,2016-01-05 05:43:40,East,MA,Home Office,Technology,Machines,4,0.11,132.25,86.51
ORD-002216,2015-05-26 11:48:02,West,CO,Corporate,Office Supplies,Binders,2,0.09,460.95,219.32
ORD-002217,2017-10-08 04:05:53,South,TN,Corporate,Office Supplies,Binders,3,0.21,706.84,115.63
ORD-002218,2015-12-03 05:00:46,East,PA,Consumer,Office Supplies,Accessories,5,0.19,471.2,140.62
ORD-002219,2018-02-10 14:24:02,Central,IN,Corporate,Technology,Copiers,2,0.11,397.02,140.06
ORD-002220,2016-05-17 04:29:16,South,GA,Corporate,Office Supplies,Storage,6,0.24,2007.33,200.24
ORD-002221,2016-11-15 06:00:06,East,MD,Corporate,Office Supplies,Storage,1,0.14,199.06,-9.02
ORD-002222,2017-03-19 11:44:26,Central,IL,Consumer,Furniture,Tables,3,0.1,1166.71,23.73
ORD-002223,2016-03-28 06:17:06,South,GA,Consumer,Furniture,Bookcases,4,0.23,1364.69,135.33
ORD-002224,2016-11-05 06:20:15,East,NY,Consumer,Furniture,Chairs,7,0.08,862.08,224.85
ORD-002225,2017-05-22 10:18:16,Central,WI,Corporate,Technology,Phones,3,0.23,1084.43,127.65
ORD-002226,2018-10-07 08:54:56,East,MA,Corporate,Furniture,Tables,7,0.15,3307.37,304.76
ORD-002227,2014-12-05 08:08:46,Central,MI,Consumer,Technology,Phones,1,0.16,109.97,-5.72
ORD-002228,2015-05-16 09:14:16,West,CA,Home Office,Furniture,Bookcases,5,0.21,1459.26,
ORD-002229,2015-06-27 04:08:14,East,PA,Corporate,Office Supplies,Paper,2,0.0,697.92,36.21
ORD-002230,2015-11-19 22:05:35,West,WA,Consumer,Furniture,Chairs,6,0.23,2334.29,100.24
ORD-002231,2014-03-03 06:55:36,West,AZ,Home Office,Office Supplies,Accessories,2,0.1,855.19,52.33
ORD-002232,2016-11-13 06:16:03,East,VA,Corporate,Technology,Phones,5,0.13,1756.16,354.27
ORD-002233,2018-10-29 18:01:57,South,NC,Corporate,Furniture,Chairs,1,0.19,122.3,-94.93
ORD-002234,2016-12-11 08:38:00,Central,MO,Consumer,Technology,Copiers,3,6%,398.12,143.64
ORD-002235,2015-09-17 00:00:00,East,PA,Consumer,Furniture,Chairs,3,0.12,829.43,82.59
ORD-002236,2014-02-17 19:04:35,Central,WI,Home Office,Furniture,Chairs,4,0.11,1010.53,102.21
ORD-002237,2015-04-28 00:30:42,South,TN,Consumer,Technology,Machines,4,0.18,1219.74,155.7
ORD-002238,2016-04-13 09:14:05,West,WA,Consumer,Furniture,Chairs,4,0.28,454.66,43.67
ORD-002239,2017-10-31 07:10:14,West,CA,Consumer,Technology,Machines,3,0.24,1056.98,-35.02
ORD-002240,2016-02-11 19:43:20,Central,MO,Consumer,Furniture,Tables,3,0.12,20.0,2.82
ORD-002241,2014-01-26 10:22:44,South,TX,Corporate,Furniture,Chairs,5,0.09,1085.95,195.67
ORD-002242,2016-07-29 20:13:27,East,NY,Consumer,Technology,Phones,4,0.13,2152.85,416.66
ORD-002243,2014-09-29 12:03:12,East,PA,Consumer,Furniture,Bookcases,7,0.19,2531.84,102.72
ORD-002244,2016-04-29 15:10:27,South,NC,Consumer,Office Supplies,Storage,6,0.15,765.87,171.27
ORD-002245,2014-07-25 04:13:00,East,MD,Corporate,Technology,Phones,7,0.12,416.34,114.02
ORD-002246,2018-03-23 03:45:44,Central,OH,Home Office,Technology,Accessories,7,0.3,1330.96,40.73
ORD-002247,2017-02-26 19:42:24,Central,WI,Home Office,Technology,Machines,4,0.09,26.67,-71.83
ORD-002248,2018-01-25 20:30:02,West,AZ,Corporate,Office Supplies,Storage,5,0.16,799.57,64.95
ORD-002249,2016-09-09 14:38:40,South,TX,Corporate,Office Supplies,Binders,3,0.06,1066.57,240.43
ORD-002250,2016-06-06 11:59:12,South,TX,Consumer,Technology,Accessories,5,0.16,454.51,50.07
ORD-002251,2018-12-05 02:41:56,East,NY,Corporate,Office Supplies,Paper,3,0.26,553.85,-49.94
ORD-002252,2017-09-11 15:09:55,East,PA,Consumer,Office Supplies,Paper,1,0.22,144.97,-219.8
ORD-002253,2014-04-13 03:53:35,South,TN,Home Office,Technology,Copiers,5,0.04,460.27,
ORD-002254,2016-11-13 06:19:32,South,TX,Home Office,Furniture,Bookcases,3,0.02,471.4,21.62
ORD-002255,2018-07-09 04:28:53,South,NC,Corporate,Furniture,Furnishings,2,0.08,647.01,-33.33
ORD-002256,2018-01-26 15:14:50,Central,IN,Home Office,Technology,Machines,2,0.1,135.78,103.76
ORD-002257,2015-09-28 22:43:36,South,TX,Consumer,Office Supplies,Accessories,5,0.12,992.72,42.47
ORD-002258,2018-12-13 06:49:20,Central,MO,Consumer,Furniture,Bookcases,2,0.11,338.68,173.54
ORD-002259,2016-03-13 03:37:07,East,NY,Consumer,Technology,Phones,4,10%,337.28,6.78
ORD-002260,2014-11-21 22:01:00,East,MA,Consumer,Technology,Phones,5,0.06,1104.94,256.79
ORD-002261,2015-07-19 18:11:45,Central,WI,Consumer,Office Supplies,Paper,6,0.1,845.19,55.2
ORD-002262,2016-01-15 05:48:36,South,GA,Consumer,Furniture,Bookcases,5,0.13,1096.09,22.29
ORD-002263,2018-05-19 09:12:49,South,GA,Consumer,Furniture,Tables,5,0.13,353.64,115.34
ORD-002264,2017-11-13 08:27:36,South,NC,Corporate,Furniture,Furnishings,3,0.13,379.85,118.23
