show_id,type,title,rating,release_year,date_added,duration,country,listed_in,description,date_added_parsed,duration_value,duration_unit,date_added_year
s03048,Movie,Title 3048,R,2006,"July 13, 2017",80 min,South Korea,Action & Adventure,A short description.,2017-07-13,80,Minutes,2017.0
s03049,TV Show,Title 3049,TV-14,1955,2010-09-04,4 Seasons,South Korea,Thrillers,A short description.,,4,Seasons,
s03050,Movie,Title 3050,TV-MA,2018,"August 21, 2011",87 min,South Africa,Sports Movies,A short description.,2011-08-21,87,Minutes,2011.0
s03051,TV Show,Title 3051,TV-Y,1987,"June 30, 2013",5 Seasons,United Kingdom,"Kids' TV, Dramas",A short description.,2013-06-30,5,Seasons,2013.0
s03052,Movie,Title 3052,TV-MA,1994,"September 18, 2015",174 min,Brazil,"Dramas, Documentaries",A short description.,2015-09-18,174,Minutes,2015.0
s03053,Movie,Title 3053,TV-PG,1993,"September 20, 2019",172 min,Canada,Documentaries,A short description.,2019-09-20,172,Minutes,2019.0
s03054,TV Show,Title 3054,TV-MA,2017,"September 30, 2010",2 Seasons,Turkey,Dramas,A short description.,2010-09-30,2,Seasons,2010.0
s03055,Movie,Title 3055,TV-MA,1997,"December 03, 2016",175 min,France,"Comedies, Independent Movies",A short description.,2016-12-03,175,Minutes,2016.0
s03056,Movie,Title 3056,TV-MA,2012,"October 08, 2020",168 min,United Kingdom,"Kids' TV, International Movies, Documentaries",A short description.,2020-10-08,168,Minutes,2020.0
s03057,Movie,Title 3057,TV-14,1970,02/18/2019,173 min,"France, Spain",Dramas,A short description.,,173,Minutes,
s03058,Movie,Title 3058,TV-PG,1965,"March 21, 2016",175 min,South Africa,Independent Movies,A short description.,2016-03-21,175,Minutes,2016.0
s03059,Movie,Title 3059,TV-14,1995,"March 22, 2010",68 min,"Nigeria, Australia","Horror Movies, Sports Movies, Comedies",A short description.,2010-03-22,68,Minutes,2010.0
s03060,Movie,Title 3060,R,1960,"May 04, 2016",137 min,Mexico,"Romantic Movies , Sports Movies",A short description.,2016-05-04,137,Minutes,2016.0
s03061,Movie,Title 3061,R,1957,"January 10, 2015",97 min,Canada,Dramas,A short description.,2015-01-10,97,Minutes,2015.0
s03062,Movie,Title 3062,TV-MA,1965,"December 01, 2014",151 min,Japan,"Kids' TV , Independent Movies , International Movies",A short description.,2014-12-01,151,Minutes,2014.0
s03063,Movie,Title 3063,TV-MA,1969,"June 03, 2015",75 min,Canada,TV Comedies,A short description.,2015-06-03,75,Minutes,2015.0
s03064,TV Show,Title 3064,TV-PG,1956,"March 06, 2016",8 Seasons,"Canada, Australia","TV Comedies, Sports Movies",A short description.,2016-03-06,8,Seasons,2016.0
s03065,Movie,Title 3065,R,2001,"December 03, 2017",68 min,Brazil,"Romantic Movies, International Movies",A short description.,2017-12-03,68,Minutes,2017.0
s03066,Movie,Title 3066,TV-PG,1991,"February 11, 2012",98 min,"Thailand, Japan",Horror Movies,A short description.,2012-02-11,98,Minutes,2012.0
s03067,Movie,Title 3067,TV-MA,1964,"October 28, 2010",130 min,India,"TV Dramas, Dramas",A short description.,2010-10-28,130,Minutes,2010.0
s03068,Movie,Title 3068,PG,1970,"July 26, 2010",103 min,United Kingdom,"Kids' TV, Independent Movies",A short description.,2010-07-26,103,Minutes,2010.0
s03069,TV Show,Title 3069,TV-MA,2016,"June 20, 2014",6 Seasons,United States,"Horror Movies, Sports Movies",A short description.,2014-06-20,6,Seasons,2014.0
s03070,Movie,Title 3070,TV-PG,2014,"August 03, 2015",68 min,United Kingdom,"TV Comedies, TV Dramas",A short description.,2015-08-03,68,Minutes,2015.0
s03071,Movie,Title 3071,TV-MA,1958,"August 23, 2018",150 min,Nigeria,Dramas,A short description.,2018-08-23,150,Minutes,2018.0
s03072,Movie,Title 3072,R,1993,"October 08, 2014",81 min,"South Korea, Germany","Horror Movies, TV Comedies",A short description.,2014-10-08,81,Minutes,2014.0
s03073,TV Show,Title 3073,TV-14,1972,"November 09, 2015",7 Seasons,India,"Comedies, Kids' TV",A short description.,2015-11-09,7,Seasons,2015.0
s03074,TV Show,Title 3074,R,1975,"September 29, 2020",2 Seasons,Spain,Comedies,A short description.,2020-09-29,2,Seasons,2020.0
s03075,TV Show,Title 3075,TV-MA,1992,"April 01, 2018",3 Seasons,Brazil,"Dramas, Thrillers",A short description.,2018-04-01,3,Seasons,2018.0
s03076,TV Show,Title 3076,TV-PG,2019,"August 08, 2017",8 Seasons,India,"TV Comedies, International Movies, Thrillers",A short description.,2017-08-08,8,Seasons,2017.0
s03077,Movie,Title 3077,TV-MA,1991,"September 04, 2011",134 min,South Korea,"Thrillers , Dramas",A short description.,2011-09-04,134,Minutes,2011.0
s03078,Movie,Title 3078,R,2017,"February 14, 2020",68 min,Thailand,"Romantic Movies, Documentaries",A short description.,2020-02-14,68,Minutes,2020.0
s03079,Movie,Title 3079,TV-MA,2008,"February 02, 2016",117 min,South Africa,Thrillers,A short description.,2016-02-02,117,Minutes,2016.0
s03080,Movie,Title 3080,TV-MA,2005,"November 07, 2010",65,Japan,International Movies,A short description.,2010-11-07,65,Minutes,2010.0
s03081,Movie,Title 3081,R,2006,"April 22, 2015",112 min,Germany,International Movies,A short description.,2015-04-22,112,Minutes,2015.0
s03082,Movie,Title 3082,TV-MA,2006,"January 02, 2011",99 min,Germany,"International Movies, Sports Movies",A short description.,2011-01-02,99,Minutes,2011.0
s03083,TV Show,Title 3083,TV-MA,1968,"October 17, 2020",3 Seasons,United Kingdom,International Movies,A short description.,2020-10-17,3,Seasons,2020.0
s03084,TV Show,Title 3084,PG,2019,"October 25, 2015",6 Seasons,Canada,Kids' TV,A short description.,2015-10-25,6,Seasons,2015.0
s03085,TV Show,Title 3085,PG,2015,"August 21, 2018",1 Season,Canada,Dramas,A short description.,2018-08-21,1,Seasons,2018.0
s03086,Movie,Title 3086,NR,1992,03/07/2015,96 min,Australia,"International Movies, TV Comedies",A short description.,,96,Minutes,
s03087,Movie,Title 3087,TV-14,2000,"March 21, 2010",153 min,"South Korea, Canada",Documentaries,A short description.,2010-03-21,153,Minutes,2010.0
s03088,Movie,Title 3088,TV-14,2012,"January 09, 2017",123 min,United Kingdom,"Sports Movies, Comedies",A short description.,2017-01-09,123,Minutes,2017.0
s03089,Movie,Title 3089,PG-13,1960,"March 09, 2017",148 min,France,"Sports Movies, Kids' TV, International Movies",A short description.,2017-03-09,148,Minutes,2017.0
s03090,TV Show,Title 3090,TV-MA,1954,07/09/2012,1 Season,South Korea,Thrillers,A short description.,,1,Seasons,
s03091,TV Show,Title 3091,PG-13,2020,"November 18, 2017",4 Seasons,Thailand,Action & Adventure,A short description.,2017-11-18,4,Seasons,2017.0
s03092,TV Show,Title 3092,TV-MA,1989,"June 27, 2012",4 Seasons,Spain,"Sports Movies, International Movies, Action & Adventure",A short description.,2012-06-27,4,Seasons,2012.0
s03093,TV Show,Title 3093,TV-Y,2001,"August 10, 2017",2 Seasons,Brazil,Documentaries,A short description.,2017-08-10,2,Seasons,2017.0
s03094,Movie,Title 3094,TV-PG,1985,"March 29, 2018",165 min,"Thailand, India","Horror Movies, International Movies",A short description.,2018-03-29,165,Minutes,2018.0
s03095,Movie,Title 3095,TV-14,1986,"July 07, 2011",119 min,"Germany, Turkey, Japan","Dramas, Action & Adventure",A short description.,2011-07-07,119,Minutes,2011.0
s03096,Movie,Title 3096,TV-14,1952,"March 18, 2013",176 min,Germany,"Thrillers, Kids' TV",A short description.,2013-03-18,176,Minutes,2013.0
s03097,Movie,Title 3097,TV-MA,1970,"October 19, 2011",176 min,Mexico,Documentaries,A short description.,2011-10-19,176,Minutes,2011.0
s03098,Movie,Title 3098,TV-14,1956,"January 01, 2018",112 min,Canada,"Independent Movies, TV Comedies",A short description.,2018-01-01,112,Minutes,2018.0
s03099,Movie,Title 3099,PG-13,1980,"August 04, 2012",108 min,Thailand,Dramas,A short description.,2012-08-04,108,Minutes,2012.0
s03100,Movie,Title 3100,TV-PG,1951,"January 18, 2017",134 min,"South Africa, Canada","TV Comedies, International Movies",A short description.,2017-01-18,134,Minutes,2017.0
s03101,Movie,Title 3101,TV-14,2006,2014-08-05,86 min,India,Romantic Movies,A short description.,,86,Minutes,
s03102,Movie,Title 3102,TV-MA,1970,"December 01, 2010",168 min,India,Dramas,A short description.,2010-12-01,168,Minutes,2010.0
s03103,Movie,Title 3103,R,2002,"September 17, 2019",103 min,South Korea,Thrillers,A short description.,2019-09-17,103,Minutes,2019.0
s03104,TV Show,Title 3104,TV-14,1953,"October 28, 2017",5 Seasons,United Kingdom,Kids' TV,A short description.,2017-10-28,5,Seasons,2017.0
s03105,Movie,Title 3105,TV-MA,1952,2012-11-17,103 min,Canada,International Movies,A short description.,,103,Minutes,
s03106,TV Show,Title 3106,TV-G,1980,"September 04, 2019",2 Seasons,Mexico,"TV Comedies , Sports Movies",A short description.,2019-09-04,2,Seasons,2019.0
s03107,Movie,Title 3107,TV-14,2005,"October 19, 2017",151 min,South Africa,TV Dramas,A short description.,2017-10-19,151,Minutes,2017.0
s03108,Movie,Title 3108,TV-14,2007,"December 26, 2018",155 min,,Independent Movies,A short description.,2018-12-26,155,Minutes,2018.0
s03109,Movie,Title 3109,,1988,"December 17, 2011",94 min,,TV Dramas,A short description.,2011-12-17,94,Minutes,2011.0
s03110,TV Show,Title 3110,TV-14,1993,"February 05, 2010",4 Seasons,Spain,"Thrillers, Independent Movies, Documentaries",A short description.,2010-02-05,4,Seasons,2010.0
s03111,Movie,Title 3111,TV-G,1998,"September 06, 2010",77 min,Canada,Action & Adventure,A short description.,2010-09-06,77,Minutes,2010.0
s03112,Movie,Title 3112,R,1997,"August 27, 2018",86 min,"India, United States, Thailand","Action & Adventure , Romantic Movies",A short description.,2018-08-27,86,Minutes,2018.0
s03113,TV Show,Title 3113,TV-PG,2002,"January 18, 2020",7 Seasons,Nigeria,"Documentaries, Kids' TV",A short description.,2020-01-18,7,Seasons,2020.0
s03114,TV Show,Title 3114,TV-MA,1952,"July 28, 2020",8 Seasons,Mexico,"Horror Movies, Kids' TV",A short description.,2020-07-28,8,Seasons,2020.0
s03115,Movie,Title 3115,TV-MA,1980,"August 02, 2016",88 min,Nigeria,Dramas,A short description.,2016-08-02,88,Minutes,2016.0
s03116,Movie,Title 3116,TV-14,2009,"December 11, 2016",102 min,Germany,Independent Movies,A short description.,2016-12-11,102,Minutes,2016.0
s03117,Movie,Title 3117,TV-MA,1981,"March 12, 2013",74 min,Spain,"Dramas, Kids' TV",A short description.,2013-03-12,74,Minutes,2013.0
s03118,TV Show,Title 3118,TV-MA,1960,"January 05, 2010",3 Seasons,Turkey,"Romantic Movies, TV Dramas",A short description.,2010-01-05,3,Seasons,2010.0
s03119,Movie,Title 3119,TV-PG,1997,"February 21, 2012",156 min,Spain,Comedies,A short description.,2012-02-21,156,Minutes,2012.0
s03120,Movie,Title 3120,PG-13,1971,"August 12, 2010",94 min,South Korea,"Dramas, Independent Movies, Horror Movies",A short description.,2010-08-12,94,Minutes,2010.0
s03121,Movie,Title 3121,TV-MA,1986,"July 15, 2017",60 min,South Korea,Romantic Movies,A short description.,2017-07-15,60,Minutes,2017.0
s03122,Movie,Title 3122,PG-13,1986,"July 15, 2015",81 min,Canada,Thrillers,A short description.,2015-07-15,81,Minutes,2015.0
s03123,Movie,Title 3123,TV-G,1999,"June 26, 2018",146,Germany,International Movies,A short description.,2018-06-26,146,Minutes,2018.0
s03124,Movie,Title 3124,PG-13,2016,"August 18, 2011",86 min,Nigeria,"Romantic Movies, International Movies",A short description.,2011-08-18,86,Minutes,2011.0
s03125,Movie,Title 3125,PG-13,1999,"January 15, 2020",172 min,South Africa,"Kids' TV, Thrillers, Documentaries",A short description.,2020-01-15,172,Minutes,2020.0
s03126,Movie,Title 3126,R,2020,"December 01, 2017",94 min,,TV Dramas,A short description.,2017-12-01,94,Minutes,2017.0
s03127,Movie,Title 3127,TV-MA,1951,"December 19, 2019",160 min,Canada,Thrillers,A short description.,2019-12-19,160,Minutes,2019.0
s03128,Movie,Title 3128,TV-14,2005,"February 18, 2017",87 min,"Germany, South Korea","TV Dramas, Kids' TV, Action & Adventure",A short description.,2017-02-18,87,Minutes,2017.0
s03129,TV Show,Title 3129,TV-G,1979,"September 25, 2013",5 Seasons,Japan,"Documentaries, International Movies",A short description.,2013-09-25,5,Seasons,2013.0
s03130,TV Show,Title 3130,R,2001,11/20/2016,7 Seasons,Japan,Comedies,A short description.,,7,Seasons,
s03131,Movie,Title 3131,PG-13,1956,08/23/2016,78 min,Mexico,TV Dramas,A short description.,,78,Minutes,
s03132,TV Show,Title 3132,NC-17,1987,"December 28, 2011",1 Season,South Korea,"Horror Movies, TV Comedies",A short description.,2011-12-28,1,Seasons,2011.0
s03133,Movie,Title 3133,TV-MA,1952,"February 12, 2011",135 min,India,"Independent Movies, TV Dramas",A short description.,2011-02-12,135,Minutes,2011.0
s03134,Movie,Title 3134,TV-14,1997,"February 25, 2017",99 min,South Africa,Horror Movies,A short description.,2017-02-25,99,Minutes,2017.0
s03135,TV Show,Title 3135,R,1965,"January 15, 2011",8 Seasons,United States,"Action & Adventure, Independent Movies",A short description.,2011-01-15,8,Seasons,2011.0
s03136,TV Show,Title 3136,TV-MA,1960,"February 08, 2011",3 Seasons,Nigeria,"Horror Movies, Comedies",A short description.,2011-02-08,3,Seasons,2011.0
s03137,TV Show,Title 3137,TV-PG,1955,"October 15, 2010",6 Seasons,"Japan, France","TV Comedies, Kids' TV, Romantic Movies",A short description.,2010-10-15,6,Seasons,2010.0
s03138,Movie,Title 3138,PG,1969,"November 04, 2016",104 min,"South Korea, Japan",Documentaries,A short description.,2016-11-04,104,Minutes,2016.0
s03139,TV Show,Title 3139,TV-PG,2018,"March 14, 2020",4 Seasons,United Kingdom,"Independent Movies, TV Comedies, Thrillers",A short description.,2020-03-14,4,Seasons,2020.0
s03140,Movie,Title 3140,TV-MA,2019,"June 21, 2015",107 min,Thailand,"TV Dramas, Romantic Movies",A short description.,2015-06-21,107,Minutes,2015.0
s03141,Movie,Title 3141,PG-13,1955,"September 05, 2011",62 min,South Africa,"International Movies, Dramas",A short description.,2011-09-05,62,Minutes,2011.0
s03142,Movie,Title 3142,TV-MA,2019,"April 22, 2015",124 min,Canada,"Documentaries, TV Comedies",A short description.,2015-04-22,124,Minutes,2015.0
s03143,,Title 3143,TV-Y,1991,"July 12, 2016",92 min,France,International Movies,A short description.,2016-07-12,92,Minutes,2016.0
s03144,Movie,Title 3144,TV-MA,1972,"October 07, 2014",154 min,"Germany, Brazil","Thrillers, Dramas, TV Dramas",A short description.,2014-10-07,154,Minutes,2014.0
s03145,TV Show,Title 3145,NR,2016,"July 28, 2013",2 Seasons,Nigeria,"Romantic Movies , TV Comedies , Horror Movies",A short description.,2013-07-28,2,Seasons,2013.0
s03146,Movie,Title 3146,TV-14,1967,"December 20, 2019",137 min,India,"TV Dramas, Thrillers",A short description.,2019-12-20,137,Minutes,2019.0
s03147,TV Show,Title 3147,TV-14,1962,"December 01, 2015",7 Seasons,Mexico,"International Movies, Sports Movies",A short description.,2015-12-01,7,Seasons,2015.0
s03148,TV Show,Title 3148,TV-14,1966,"June 02, 2013",3 Seasons,Turkey,"Documentaries, Comedies",A short description.,2013-06-02,3,Seasons,2013.0
s03149,TV Show,Title 3149,TV-MA,1960,"January 12, 2010",6 Seasons,United States,Documentaries,A short description.,2010-01-12,6,Seasons,2010.0
s03150,Movie,Title 3150,TV-14,1984,"June 20, 2017",75,United Kingdom,Kids' TV,A short description.,2017-06-20,75,Minutes,2017.0
s03151,Movie,Title 3151,G,1959,"March 08, 2014",98 min,Brazil,"TV Dramas, International Movies",A short description.,2014-03-08,98,Minutes,2014.0
s03152,Movie,Title 3152,PG,1965,"September 27, 2012",88 min,United Kingdom,Comedies,A short description.,2012-09-27,88,Minutes,2012.0
s03153,Movie,Title 3153,TV-MA,1976,"April 11, 2015",132 min,Japan,"Sports Movies , TV Dramas",A short description.,2015-04-11,132,Minutes,2015.0
s03154,Movie,Title 3154,R,1996,"May 04, 2015",146 min,South Korea,"Kids' TV, Documentaries",A short description.,2015-05-04,146,Minutes,2015.0
s03155,Movie,Title 3155,NR,2010,"November 02, 2018",147,"United States, France","Comedies, Action & Adventure",A short description.,2018-11-02,147,Minutes,2018.0
s03156,Movie,Title 3156,PG,1955,"December 21, 2015",117 min,Spain,"TV Dramas, Independent Movies",A short description.,2015-12-21,117,Minutes,2015.0
s03157,Movie,Title 3157,TV-14,1994,"September 17, 2017",165 min,Brazil,"International Movies, TV Dramas",A short description.,2017-09-17,165,Minutes,2017.0
s03158,Movie,Title 3158,TV-MA,1957,"February 13, 2017",69 min,United Kingdom,"TV Comedies, Action & Adventure",A short description.,2017-02-13,69,Minutes,2017.0
s03159,TV Show,Title 3159,TV-Y7,2020,"May 08, 2019",7 Seasons,"South Korea, Nigeria",Action & Adventure,A short description.,2019-05-08,7,Seasons,2019.0
s03160,Movie,Title 3160,TV-14,1969,"January 25, 2010",168 min,"Nigeria, South Korea, Brazil",Dramas,A short description.,2010-01-25,168,Minutes,2010.0
s03161,TV Show,Title 3161,TV-14,2010,"February 20, 2014",2 Seasons,,"Documentaries, Comedies, TV Dramas",A short description.,2014-02-20,2,Seasons,2014.0
s03162,Movie,Title 3162,PG-13,2005,"November 14, 2017",132 min,South Korea,"TV Comedies , TV Dramas",A short description.,2017-11-14,132,Minutes,2017.0
s03163,Movie,Title 3163,TV-MA,1973,"July 21, 2011",142 min,Spain,"Comedies, Independent Movies",A short description.,2011-07-21,142,Minutes,2011.0
s03164,TV Show,Title 3164,G,1972,,1 Season,Mexico,International Movies,A short description.,,1,Seasons,
s03165,Movie,Title 3165,TV-MA,1972,"May 31, 2014",121,"Brazil, Canada","Sports Movies, Documentaries",A short description.,2014-05-31,121,Minutes,2014.0
s03166,TV Show,Title 3166,PG-13,1983,11/12/2018,4 Seasons,South Korea,"Sports Movies, Romantic Movies",A short description.,,4,Seasons,
s03167,Movie,Title 3167,NC-17,1981,"August 05, 2020",139,Mexico,"Sports Movies, Documentaries",A short description.,2020-08-05,139,Minutes,2020.0
s03168,Movie,Title 3168,,1996,"March 04, 2011",79 min,Germany,"Thrillers, Documentaries",A short description.,2011-03-04,79,Minutes,2011.0
s03169,Movie,Title 3169,TV-Y7,1982,"May 11, 2012",86 min,United States,Independent Movies,A short description.,2012-05-11,86,Minutes,2012.0
s03170,Movie,Title 3170,NR,2005,"July 08, 2018",124,France,"Action & Adventure, Dramas",A short description.,2018-07-08,124,Minutes,2018.0
s03171,TV Show,Title 3171,TV-MA,1983,"December 04, 2011",8 Seasons,United States,"TV Comedies, Sports Movies",A short description.,2011-12-04,8,Seasons,2011.0
s03172,TV Show,Title 3172,NC-17,1971,"June 20, 2015",1 Season,Canada,TV Comedies,A short description.,2015-06-20,1,Seasons,2015.0
s03173,TV Show,Title 3173,TV-Y7,1973,"May 22, 2020",3 Seasons,South Korea,"Horror Movies, Comedies, Action & Adventure",A short description.,2020-05-22,3,Seasons,2020.0
s03174,TV Show,Title 3174,TV-14,2001,09/23/2020,7 Seasons,"United States, Japan","Romantic Movies, Action & Adventure",A short description.,,7,Seasons,
s03175,TV Show,Title 3175,TV-14,1959,"June 13, 2020",7 Seasons,South Africa,"Comedies, Sports Movies",A short description.,2020-06-13,7,Seasons,2020.0
s03176,Movie,Title 3176,TV-MA,1970,06/25/2011,134 min,Spain,Kids' TV,A short description.,,134,Minutes,
s03177,TV Show,Title 3177,TV-PG,1972,"August 23, 2011",7 Seasons,Thailand,"TV Comedies, Dramas, Romantic Movies",A short description.,2011-08-23,7,Seasons,2011.0
s03178,Movie,Title 3178,R,1995,"December 09, 2011",176 min,Brazil,"International Movies, TV Dramas",A short description.,2011-12-09,176,Minutes,2011.0
s03179,Movie,Title 3179,TV-14,1959,"December 21, 2011",175 min,United States,"TV Comedies, Horror Movies",A short description.,2011-12-21,175,Minutes,2011.0
s03180,Movie,Title 3180,TV-14,1982,"September 23, 2014",89 min,Canada,"Documentaries, Kids' TV",A short description.,2014-09-23,89,Minutes,2014.0
s03181,TV Show,Title 3181,TV-PG,1997,"January 02, 2019",4 Seasons,Australia,"Sports Movies, Kids' TV",A short description.,2019-01-02,4,Seasons,2019.0
s03182,Movie,Title 3182,TV-MA,2015,"June 01, 2015",69 min,Germany,"Horror Movies, Documentaries",A short description.,2015-06-01,69,Minutes,2015.0
s03183,Movie,Title 3183,TV-G,1981,"May 07, 2020",115 min,Canada,"Documentaries, Sports Movies",A short description.,2020-05-07,115,Minutes,2020.0
s03184,Movie,Title 3184,TV-MA,2019,"June 27, 2015",144 min,"United States, Germany",Thrillers,A short description.,2015-06-27,144,Minutes,2015.0
s03185,Movie,Title 3185,TV-MA,1993,"March 06, 2014",152 min,"Mexico, South Korea",Thrillers,A short description.,2014-03-06,152,Minutes,2014.0
s03186,Movie,Title 3186,TV-MA,2004,"August 26, 2020",118 min,South Africa,"Horror Movies, Thrillers",A short description.,2020-08-26,118,Minutes,2020.0
s03187,TV Show,Title 3187,NR,1967,"January 08, 2016",2 Seasons,India,Dramas,A short description.,2016-01-08,2,Seasons,2016.0
s03188,TV Show,Title 3188,NR,2014,12/24/2016,2 Seasons,Japan,Action & Adventure,A short description.,,2,Seasons,
s03189,Movie,Title 3189,TV-MA,1968,"July 04, 2018",127,Spain,"International Movies, Comedies",A short description.,2018-07-04,127,Minutes,2018.0
s03190,Movie,Title 3190,TV-MA,1959,"March 24, 2019",76 min,Australia,Documentaries,A short description.,2019-03-24,76,Minutes,2019.0
s03191,Movie,Title 3191,TV-14,1955,"January 23, 2010",169 min,United Kingdom,"TV Comedies , Dramas , Sports Movies",A short description.,2010-01-23,169,Minutes,2010.0
s03192,Movie,Title 3192,TV-MA,1996,"March 12, 2011",161 min,France,"TV Dramas, Thrillers",A short description.,2011-03-12,161,Minutes,2011.0
s03193,Movie,Title 3193,PG-13,1994,"November 30, 2016",139 min,Turkey,Sports Movies,A short description.,2016-11-30,139,Minutes,2016.0
s03194,TV Show,Title 3194,TV-MA,1964,"February 28, 2018",6 Seasons,Japan,"Kids' TV, Comedies",A short description.,2018-02-28,6,Seasons,2018.0
s03195,Movie,Title 3195,TV-PG,2012,"March 07, 2017",89 min,Japan,"Horror Movies, Dramas, Independent Movies",A short description.,2017-03-07,89,Minutes,2017.0
s03196,Movie,Title 3196,TV-14,1969,"March 19, 2014",81 min,France,"International Movies , Dramas",A short description.,2014-03-19,81,Minutes,2014.0
s03197,Movie,Title 3197,TV-14,1993,"April 17, 2018",148 min,Germany,"Comedies, International Movies",A short description.,2018-04-17,148,Minutes,2018.0
s03198,Movie,Title 3198,TV-14,1987,"May 16, 2016",108 min,Australia,Independent Movies,A short description.,2016-05-16,108,Minutes,2016.0
s03199,Movie,Title 3199,TV-MA,1992,"March 09, 2020",85 min,Germany,"TV Comedies, Kids' TV, Action & Adventure",A short description.,2020-03-09,85,Minutes,2020.0
s03200,TV Show,Title 3200,TV-MA,2002,"January 17, 2014",3 Seasons,"South Africa, United States","TV Comedies, International Movies",A short description.,2014-01-17,3,Seasons,2014.0
s03201,TV Show,Title 3201,TV-MA,2015,"April 17, 2018",1 Season,United Kingdom,Romantic Movies,A short description.,2018-04-17,1,Seasons,2018.0
s03202,TV Show,Title 3202,TV-MA,2001,"August 01, 2011",3 Seasons,South Korea,Romantic Movies,A short description.,2011-08-01,3,Seasons,2011.0
s03203,TV Show,Title 3203,,2014,"January 20, 2018",6 Seasons,Germany,"Kids' TV, Documentaries",A short description.,2018-01-20,6,Seasons,2018.0
s03204,Movie,Title 3204,TV-MA,2011,"January 18, 2018",94 min,"India, Turkey","Thrillers, TV Dramas, Action & Adventure",A short description.,2018-01-18,94,Minutes,2018.0
s03205,TV Show,Title 3205,TV-14,1975,"October 16, 2012",5 Seasons,Turkey,"International Movies, Romantic Movies",A short description.,2012-10-16,5,Seasons,2012.0
s03206,Movie,Title 3206,TV-MA,1989,"September 05, 2010",168 min,Mexico,TV Dramas,A short description.,2010-09-05,168,Minutes,2010.0
s03207,Movie,Title 3207,PG-13,1964,"December 03, 2020",156,Nigeria,"Thrillers, TV Comedies",A short description.,2020-12-03,156,Minutes,2020.0
s03208,Movie,Title 3208,TV-Y7,2015,"November 04, 2010",113 min,Brazil,"TV Comedies, Kids' TV",A short description.,2010-11-04,113,Minutes,2010.0
s03209,Movie,Title 3209,PG-13,2018,"February 26, 2015",150 min,"Nigeria, Canada","Romantic Movies, Thrillers",A short description.,2015-02-26,150,Minutes,2015.0
s03210,Movie,Title 3210,TV-PG,2013,"January 05, 2010",126,South Africa,"Comedies, Action & Adventure",A short description.,2010-01-05,126,Minutes,2010.0
s03211,Movie,Title 3211,PG,2002,"August 05, 2014",129 min,"Thailand, India",Kids' TV,A short description.,2014-08-05,129,Minutes,2014.0
s03212,TV Show,Title 3212,TV-14,2010,"January 12, 2019",1 Season,Australia,Thrillers,A short description.,2019-01-12,1,Seasons,2019.0
s03213,TV Show,Title 3213,NR,2006,"July 10, 2015",7 Seasons,Canada,Thrillers,A short description.,2015-07-10,7,Seasons,2015.0
s03214,Movie,Title 3214,PG,1966,"August 21, 2012",90 min,Brazil,"Romantic Movies, Documentaries",A short description.,2012-08-21,90,Minutes,2012.0
s03215,Movie,Title 3215,TV-MA,1968,"May 03, 2014",71 min,Thailand,"International Movies, Thrillers",A short description.,2014-05-03,71,Minutes,2014.0
s03216,TV Show,Title 3216,TV-14,1987,"January 07, 2011",8 Seasons,Thailand,"TV Comedies, Thrillers",A short description.,2011-01-07,8,Seasons,2011.0
s03217,Movie,Title 3217,TV-MA,1979,"July 13, 2016",130 min,"United Kingdom, Brazil","Documentaries, Romantic Movies",A short description.,2016-07-13,130,Minutes,2016.0
s03218,Movie,Title 3218,TV-MA,2002,"January 17, 2010",68,Canada,"Comedies, Horror Movies",A short description.,2010-01-17,68,Minutes,2010.0
s03219,Movie,Title 3219,G,2002,"November 05, 2013",89 min,United States,"Sports Movies, Independent Movies",A short description.,2013-11-05,89,Minutes,2013.0
s03220,Movie,Title 3220,TV-MA,2019,2010-09-01,68 min,Canada,Independent Movies,A short description.,,68,Minutes,
s03221,Movie,Title 3221,PG-13,2005,"September 28, 2010",169 min,Germany,Kids' TV,A short description.,2010-09-28,169,Minutes,2010.0
s03222,TV Show,Title 3222,,1950,03/17/2020,4 Seasons,France,"International Movies, Kids' TV",A short description.,,4,Seasons,
s03223,TV Show,Title 3223,TV-14,1974,"June 30, 2018",7 Seasons,"United States, South Korea","TV Dramas, TV Comedies, Sports Movies",A short description.,2018-06-30,7,Seasons,2018.0
s03224,TV Show,Title 3224,TV-14,1973,"March 17, 2020",2 Seasons,"Thailand, Mexico",Dramas,A short description.,2020-03-17,2,Seasons,2020.0
s03225,Movie,Title 3225,TV-PG,1994,07/07/2017,157,India,TV Dramas,A short description.,,157,Minutes,
s03226,TV Show,Title 3226,PG,1974,"June 17, 2015",5 Seasons,Spain,"TV Dramas, Sports Movies",A short description.,2015-06-17,5,Seasons,2015.0
s03227,TV Show,Title 3227,TV-MA,2019,"December 01, 2011",1 Season,"Spain, Canada","Romantic Movies, Comedies",A short description.,2011-12-01,1,Seasons,2011.0
s03228,Movie,Title 3228,TV-MA,1970,"August 01, 2020",161 min,Germany,"Action & Adventure, Sports Movies",A short description.,2020-08-01,161,Minutes,2020.0
s03229,Movie,Title 3229,TV-PG,1981,"February 04, 2020",178,"Nigeria, Germany","Horror Movies, Sports Movies",A short description.,2020-02-04,178,Minutes,2020.0
s03230,Movie,Title 3230,TV-Y7,2008,"July 29, 2014",141 min,United States,TV Comedies,A short description.,2014-07-29,141,Minutes,2014.0
s03231,Movie,Title 3231,TV-14,1976,06/25/2012,63 min,India,"TV Comedies, Documentaries",A short description.,,63,Minutes,
