order_id,order_date,region,state,segment,category,quantity,discount,sales,profit,customer_id
ORD-106011,2017-05-13,West,Oregon,Corporate,Technology,5,0.4084,783.07,58.02,C11300
ORD-106012,2015-08-17,West,Idaho,Corporate,Furniture,2,0.0461,248.79,-0.45,C10493
ORD-106013,2015-09-15,West,Oregon,Consumer,Technology,5,0.1044,798.45,114.89,C11842
ORD-106014,2016-04-05,East,Georgia,Consumer,Office Supplies,2,0.0842,119.35,19.38,C13518
ORD-106015,2016-10-07,East,Florida,Home Office,Furniture,1,0.2064,129.85,4.91,C13963
ORD-106016,2014-01-17,West,California,Consumer,Furniture,3,0.0718,427.02,18.18,C12044
ORD-106017,2017-06-15,West,Nevada,Corporate,Office Supplies,4,0.099,251.57,37.54,C12452
ORD-106018,2015-12-11,West,Nevada,Corporate,Technology,3,0.0658,546.3,40.78,C11952
ORD-106019,2015-01-06,Central,Kansas,Consumer,Furniture,2,0.0163,474.46,-17.71,C10517
ORD-106020,2016-09-13,East,Pennsylvania,Home Office,Office Supplies,4,0.0965,335.98,49.11,C12916
ORD-106021,2015-07-01,South,Arkansas,Consumer,Technology,1,0.0711,268.17,41.08,C10078
ORD-106022,2014-08-02,Central,Iowa,Corporate,Furniture,4,0.0251,1124.0,-120.27,C10443
ORD-106023,2017-05-24,South,Kentucky,Consumer,Office Supplies,4,0.0554,231.04,58.22,C11005
ORD-106024,2014-02-02,Central,WISCONSIN,Corporate,Office Supplies,2,0.1147,91.01,18.66,C10944
ORD-106025,2014-04-08,East,Florida,Consumer,Office Supplies,1,0.1545,42.71,6.09,C10706
ORD-106026,2015-10-31,West,Arizona,Corporate,Furniture,3,0.1857,312.57,31.01,C11751
ORD-106027,2014-07-16,East,Virginia,Consumer,Office Supplies,4,0.089,127.84,13.46,C11219
ORD-106028,2016-02-02,West,Arizona,Corporate,Technology,3,0.1437,601.79,104.45,C12431
ORD-106029,2016-12-23,East,New Jersey,Corporate,Office Supplies,4,0.2531,198.47,34.43,C11475
ORD-106030,2015-11-15,West,California,Corporate,Furniture,2,0.0893,286.37,6.04,C12687
ORD-106031,2017-06-03,East,Virginia,Home Office,Office Supplies,2,0.1212,132.12,22.79,C11486
ORD-106032,2014-11-16,South,Texas,Corporate,Furniture,3,0.2782,613.25,53.12,C10936
ORD-106033,2014-07-07,West,Arizona,Consumer,Furniture,3,0.0452,914.17,64.77,C13990
ORD-106034,2014-07-07,East,New Jersey,Home Office,Technology,3,0.0896,641.57,91.02,C11857
ORD-106035,2015-06-21,West,Oregon,Corporate,Furniture,4,0.2948,533.62,12.21,C12393
ORD-106036,2015-05-03,West,Utah,Corporate,Furniture,4,0.1078,262.1,2.01,C10191
ORD-106037,2015-05-21,Central,Illinois,Corporate,Furniture,4,0.1435,887.87,-0.65,C12798
ORD-106038,2017-07-19,East,Florida,Consumer,Furniture,1,0.1359,197.3,20.75,C10658
ORD-106039,2015-08-19,West,Oregon,Corporate,Furniture,4,0.1603,662.22,83.27,C13771
ORD-106040,2016-08-16,South,Louisiana,Consumer,Office Supplies,1,0.175,58.1,9.37,C10414
ORD-106041,2014-05-18,South,Oklahoma,Home Office,Technology,3,0.2599,687.97,54.43,C12035
ORD-106042,2016-12-30,South,Arkansas,Consumer,Furniture,3,0.1242,678.11,94.28,C13455
ORD-106043,2016-01-12,West,Arizona,Consumer,Office Supplies,3,0.1444,172.12,23.19,C13636
ORD-106044,2016-07-17,Central,Michigan,Consumer,Technology,2,0.0902,763.34,86.74,C13248
ORD-106045,2017-06-23,West,Utah,Home Office,Office Supplies,1,0.0092,63.62,16.1,C12943
ORD-106046,2015-04-13,West,Nevada,Consumer,Technology,4,0.1317,1402.7,-200.14,C11942
ORD-106047,2015-04-27,East,New York,Home Office,Furniture,8,0.0325,1635.74,104.41,C10384
ORD-106048,2017-02-07,Central,Kansas,Consumer,Office Supplies,3,0.0607,139.61,32.19,C11070
ORD-106049,2016-08-09,Central,Iowa,Corporate,Office Supplies,5,0.0366,191.93,26.03,C12062
ORD-106050,2015-10-08,West,Idaho,Home Office,Furniture,3,0.1145,981.45,55.11,C11246
ORD-106051,2016-10-27,Central,Ohio,Consumer,Technology,2,0.0903,575.7,108.1,C10278
ORD-106052,2016-04-03,Central,Kansas,Consumer,Furniture,1,0.1004,132.03,-9.49,C10797
ORD-106053,2015-08-25,East,New Jersey,Corporate,Office Supplies,4,0.0604,265.26,33.94,C12886
ORD-106054,2014-04-18,South,Texas,Consumer,Office Supplies,2,0.1956,210.81,49.38,C12353
ORD-106055,2017-07-05,East,Georgia,Consumer,Office Supplies,3,0.0267,157.75,34.75,C12337
ORD-106056,2017-01-20,East,Florida,Corporate,Furniture,5,0.0009,992.19,18.52,C12020
ORD-106057,2015-04-24,Central,Illinois,Consumer,Office Supplies,3,0.0788,144.91,24.86,C11135
ORD-106058,2015-12-10,West,Oregon,Corporate,Technology,4,0.1001,562.98,35.34,C13339
ORD-106059,2016-01-26,Central,Missouri,Consumer,Office Supplies,5,0.0326,412.9,71.88,C11104
ORD-106060,2016-10-08,West,California,Consumer,Technology,3,0.0706,928.92,11.41,C12916
ORD-106061,2016-11-23,South,Alabama,Consumer,Furniture,1,,148.36,-23.87,C10966
ORD-106062,2015-08-28,East,New Jersey,Consumer,Technology,3,0.1439,705.17,-44.59,C11723
ORD-106063,2017-07-15,West,Oregon,Consumer,Furniture,4,0.0438,554.45,26.99,C13436
ORD-106064,2017-08-09,East,Massachusetts,Consumer,Technology,4,0.2249,677.74,69.61,C10316
ORD-106065,2014-04-23,East,New Jersey,Consumer,Office Supplies,5,0.1024,214.64,39.22,C10868
ORD-106066,2014-10-07,South,Louisiana,Corporate,Technology,4,0.1666,702.52,57.52,C12933
ORD-106067,2017-01-20,Central,Kansas,Consumer,Furniture,3,0.1558,487.12,63.96,C10128
ORD-106068,2016-09-01,East,Florida,Consumer,Office Supplies,3,0.0825,152.94,18.86,C11330
ORD-106069,2014-05-22,West,Colorado,Corporate,Office Supplies,5,0.1101,338.23,45.4,C13402
ORD-106070,2016-09-02,West,Arizona,Corporate,Furniture,2,0.0805,402.67,18.73,C12412
ORD-106071,2015-07-16,South,Arkansas,Corporate,Technology,2,0.2163,533.59,45.2,C10393
ORD-106072,2016-12-23,West,Oregon,Home Office,Furniture,3,0.0263,378.4,-2.06,C13256
ORD-106073,2017-11-07,East,Virginia,Consumer,Office Supplies,6,0.039,295.93,26.85,C10358
ORD-106074,2015-03-01,Central,Kansas,Home Office,Office Supplies,3,0.3182,195.58,10.68,C13730
ORD-106075,2015-05-03,East,Florida,Corporate,Technology,5,0.1675,754.8,-17.14,C13095
ORD-106076,2017-07-17,Central,Iowa,Consumer,Office Supplies,2,0.053,264.68,42.51,C10574
ORD-106077,2017-01-29,South,Louisiana,Corporate,Furniture,1,0.0643,191.8,18.51,C12995
ORD-106078,2016-06-26,Central,Wisconsin,Corporate,Furniture,5,0.1967,885.41,40.62,C11732
ORD-106079,2016-06-30,West,Arizona,Consumer,Office Supplies,3,0.0215,207.73,36.65,C10720
ORD-106080,2017-11-09,East,Pennsylvania,Corporate,Furniture,3,0.0969,1286.55,3.16,C12457
ORD-106081,2017-12-19,South,Kentucky,Home Office,Technology,2,0.1331,344.61,79.18,C13343
ORD-106082,2016-07-29,Central,Illinois,Consumer,Office Supplies,4,0.21,165.38,21.51,C10937
ORD-106083,2014-08-30,East,Massachusetts,Consumer,Furniture,2,0.0894,798.86,73.92,C13817
ORD-106084,2016-03-11,South,Kentucky,Consumer,Office Supplies,2,0.0417,77.6,6.04,C10792
ORD-106085,2014-03-03,South,Arkansas,Consumer,Technology,4,0.0187,813.72,84.99,C10095
ORD-106086,2014-08-12,Central,Iowa,Consumer,Technology,2,0.0735,587.81,45.19,C11548
ORD-106087,2016-07-20,East,Virginia,Consumer,Technology,5,0.1071,1249.71,67.37,C12470
ORD-106088,2014-09-30,South,Louisiana,Consumer,Furniture,4,0.1381,491.94,47.52,C13812
ORD-106089,2016-06-28,South,Tennessee,Consumer,Furniture,2,0.06,469.51,28.57,C13586
ORD-106090,2014-02-08,South,Oklahoma,Home Office,Office Supplies,1,0.262,47.32,5.48,C13749
ORD-106091,2015-02-16,Central,Wisconsin,Corporate,Technology,1,0.1267,279.52,32.63,C12214
ORD-106092,2015-11-09,East,Virginia,Home Office,Furniture,3,0.0684,862.33,87.89,C10499
ORD-106093,2017-11-16,East,Virginia,Consumer,Furniture,2,0.1854,519.42,6.14,C12628
ORD-106094,2016-03-12,South,Tennessee,Corporate,Office Supplies,2,0.0146,167.17,27.96,C12947
ORD-106095,2016-10-15,West,Oregon,Consumer,Office Supplies,2,0.1185,66.2,14.42,C11870
ORD-106096,2016-09-19,West,Oregon,Consumer,Furniture,1,0.1254,131.34,9.64,C12820
ORD-106097,2016-08-27,East,New York,Consumer,Furniture,1,0.0924,130.07,18.39,C13795
ORD-106098,2016-10-14,West,California,Consumer,Furniture,1,0.1051,142.05,8.76,C11752
ORD-106099,2015-09-04,East,Virginia,Corporate,Technology,3,0.0321,961.74,96.13,C12190
ORD-106100,2014-10-27,East,New York,Consumer,Furniture,2,0.0732,330.95,21.76,C10636
ORD-106101,2016-03-04,West,Nevada,Corporate,Furniture,1,0.101,241.12,9.02,C11924
ORD-106102,2016-04-29,South,Alabama,Consumer,Furniture,2,0.1395,494.25,78.3,C11240
ORD-106103,2014-06-15,Central,Iowa,Corporate,Office Supplies,2,0.0891,97.71,20.61,C12167
ORD-106104,2015-11-09,Central,Iowa,Consumer,Furniture,2,0.0598,313.54,43.8,C11479
ORD-106105,2015-04-21,East,Pennsylvania,Corporate,Technology,5,0.0784,904.38,53.64,C13032
ORD-106106,2015-08-07,South,Kentucky,Corporate,Technology,2,0.0673,391.41,-31.23,C12014
ORD-106107,2016-11-25,West,California,Consumer,Technology,4,0.1287,907.55,105.85,C11512
ORD-106108,2014-12-04,South,Kentucky,Corporate,Office Supplies,3,0.0392,124.86,28.93,C13388
ORD-106109,2016-08-20,Central,Missouri,Corporate,Technology,3,0.0368,1337.33,191.48,C11338
ORD-106110,2015-10-19,West,California,Consumer,Technology,1,0.0381,314.17,63.41,C10698
ORD-106111,2015-10-12,East,New Jersey,Consumer,Technology,6,0.1468,851.38,-98.76,C12954
ORD-106112,2014-10-04,West,Colorado,Consumer,Office Supplies,3,0.1225,138.14,23.81,C13478
ORD-106113,2014-03-14,South,Texas,Consumer,Technology,2,0.3737,434.48,23.79,C13862
ORD-106114,2017-02-22,Central,Missouri,Consumer,Furniture,4,0.2037,361.05,1.33,C13568
ORD-106115,2016-06-06,Central,MINNESOTA,Consumer,Technology,5,0.0839,720.82,117.35,C12734
ORD-106116,2017-04-07,West,Utah,Corporate,Office Supplies,1,0.0648,45.83,8.18,C10572
ORD-106117,2015-06-16,East,Georgia,Consumer,Office Supplies,4,0.0653,270.42,41.22,C13483
ORD-106118,2017-06-11,West,Utah,Consumer,Office Supplies,5,0.0061,340.69,68.83,C12453
ORD-106119,2016-01-13,Central,Minnesota,Corporate,Furniture,1,0.2335,125.21,7.91,C12090
ORD-106120,2017-11-18,West,California,Corporate,Furniture,2,0.0054,319.66,44.45,C13410
ORD-106121,2015-06-15,Central,Wisconsin,Consumer,Furniture,5,0.0662,772.84,34.46,C13892
ORD-106122,2015-10-20,West,Washington,Consumer,Furniture,2,0.097,291.21,18.5,C11577
ORD-106123,2015-02-26,Central,Missouri,Consumer,Office Supplies,2,0.1044,115.98,21.47,C13698
ORD-106124,2015-01-08,South,Oklahoma,Consumer,Technology,7,0.1262,1684.41,264.3,C11830
ORD-106125,2014-08-05,West,Washington,Home Office,Furniture,3,0.0819,836.49,127.93,C11651
ORD-106126,2016-09-23,South,Tennessee,Home Office,Office Supplies,3,0.0529,124.12,26.42,C11067
ORD-106127,2017-06-24,Central,Missouri,Corporate,Office Supplies,5,0.0937,456.4,73.12,C10187
ORD-106128,2016-08-19,South,Oklahoma,Home Office,Office Supplies,3,0.1948,223.92,48.84,C11433
ORD-106129,2014-12-01,West,Washington,Corporate,Furniture,4,0.0199,432.17,90.36,C12586
ORD-106130,2015-06-05,South,South Carolina,Consumer,Office Supplies,7,0.0994,384.64,55.62,C10892
ORD-106131,2015-06-17,Central,Minnesota,Consumer,Office Supplies,4,0.0148,127.57,9.37,C11627
ORD-106132,2017-12-10,South,Arkansas,Consumer,Office Supplies,4,0.148,207.37,16.39,C11140
ORD-106133,2016-01-23,West,Utah,Corporate,Technology,4,0.1588,1019.36,160.44,C11112
ORD-106134,2017-07-19,South,Alabama,Consumer,Technology,2,0.1281,668.0,58.37,C12175
ORD-106135,2014-08-24,Central,Illinois,Corporate,Technology,1,0.0853,135.19,16.6,C11266
ORD-106136,2014-07-30,West,Arizona,Consumer,Furniture,4,0.2441,748.0,30.6,C11149
ORD-106137,2016-09-17,Central,Iowa,Home Office,Technology,2,,896.66,132.67,C13179
ORD-106138,2017-08-24,West,Idaho,Consumer,Office Supplies,7,0.2148,761.54,-57.94,C13328
ORD-106139,2014-07-22,West,Arizona,Consumer,Furniture,2,0.0197,302.49,-28.79,C11278
ORD-106140,2017-06-15,South,Arkansas,Consumer,Technology,3,0.0868,829.5,85.03,C13466
ORD-106141,2017-04-14,South,Tennessee,Home Office,Furniture,2,0.0476,600.18,95.47,C11675
ORD-106142,2016-03-17,Central,Minnesota,Consumer,Office Supplies,2,0.1239,115.64,22.34,C11574
ORD-106143,2015-11-23,Central,Ohio,Home Office,Furniture,4,0.1429,1193.7,129.23,C13795
ORD-106144,2017-03-15,Central,Iowa,Corporate,Office Supplies,3,0.0721,205.75,19.3,C10506
ORD-106145,2017-07-25,Central,Kansas,Home Office,Furniture,2,,302.06,4.04,C13866
ORD-106146,2017-11-06,Central,Iowa,Consumer,Technology,3,0.0377,512.1,66.48,C13745
ORD-106147,2014-10-29,West,Arizona,Consumer,Office Supplies,4,0.0333,287.71,34.35,C11459
ORD-106148,2016-02-26,South,Arkansas,Consumer,Furniture,3,0.0186,587.21,-9.54,C13539
ORD-106149,2014-11-21,South,Oklahoma,Corporate,Technology,2,0.1531,522.26,59.58,C11310
ORD-106150,2016-07-06,Central,Ohio,Consumer,Office Supplies,3,0.1013,458.57,72.94,C13751
ORD-106151,2015-10-01,West,California,Consumer,Office Supplies,2,0.0167,94.5,22.13,C13769
ORD-106152,2014-10-16,West,Arizona,Consumer,Technology,4,0.0412,832.92,107.56,C12784
ORD-106153,2014-01-23,Central,Illinois,Consumer,Furniture,5,0.1571,883.99,38.34,C12921
ORD-106154,2014-12-04,West,Idaho,Home Office,Office Supplies,4,0.1877,334.62,38.2,C11209
ORD-106155,2017-02-25,Central,Minnesota,Corporate,Office Supplies,4,0.0295,164.48,14.7,C11323
ORD-106156,2015-01-04,West,Oregon,Consumer,Office Supplies,2,0.0356,227.18,37.41,C10897
ORD-106157,2016-01-12,Central,Michigan,Consumer,Furniture,4,0.1634,810.37,36.3,C11697
ORD-106158,2015-03-30,East,Pennsylvania,Consumer,Office Supplies,6,0.0213,292.07,22.15,C12072
ORD-106159,2017-12-18,East,New York,Consumer,Office Supplies,2,0.0079,196.57,29.27,C10933
ORD-106160,2016-06-11,West,Idaho,Consumer,Office Supplies,3,0.0691,396.58,62.79,C10512
ORD-106161,2016-09-01,East,Georgia,Consumer,Furniture,6,0.1391,1554.32,71.89,C10886
ORD-106162,2014-06-13,South,Oklahoma,Consumer,Furniture,2,0.087,526.5,47.28,C13327
ORD-106163,2016-07-21,West,Washington,Corporate,Furniture,3,0.3009,593.32,22.81,C12547
ORD-106164,2014-09-13,West,Nevada,Consumer,Furniture,4,0.042,773.24,83.73,C12607
ORD-106165,2016-11-05,South,Alabama,Home Office,Technology,4,0.0908,1059.36,97.87,C11801
ORD-106166,2014-09-17,West,Utah,Home Office,Office Supplies,4,0.0589,203.89,58.07,C12092
ORD-106167,2017-07-03,East,Georgia,Consumer,Office Supplies,3,0.0946,250.82,34.54,C10274
ORD-106168,2017-08-08,Central,Illinois,Consumer,Furniture,4,0.2006,864.54,35.0,C13756
ORD-106169,2014-10-20,Central,Missouri,Corporate,Office Supplies,2,0.1726,169.48,20.12,C11724
ORD-106170,2016-04-06,South,Texas,Consumer,Technology,2,0.0539,296.71,-47.57,C10569
ORD-106171,2015-01-01,East,Pennsylvania,Corporate,Furniture,3,0.0326,645.71,82.02,C13737
ORD-106172,2017-03-27,West,Utah,Corporate,Office Supplies,3,0.0255,193.65,23.47,C12217
ORD-106173,2017-01-10,Central,Minnesota,Consumer,Technology,1,0.1744,256.62,30.66,C12684
ORD-106174,2015-08-18,Central,Michigan,Consumer,Office Supplies,2,0.0864,119.57,23.14,C13330
ORD-106175,2017-09-17,South,Louisiana,Home Office,Office Supplies,1,0.1728,44.25,9.1,C11861
ORD-106176,2017-06-04,West,Colorado,Consumer,Office Supplies,3,0.0273,216.74,39.34,C13383
ORD-106177,2017-03-21,East,Florida,Consumer,Technology,5,0.1336,1174.35,205.39,C12129
ORD-106178,2015-07-17,West,Nevada,Consumer,Office Supplies,3,0.2189,214.1,15.29,C13100
ORD-106179,2014-06-28,East,New York,Corporate,Office Supplies,7,0.1147,363.55,59.9,C11196
ORD-106180,2015-09-23,East,North Carolina,Consumer,Furniture,4,0.017,708.97,87.84,C12107
ORD-106181,2016-06-28,East,Pennsylvania,Corporate,Office Supplies,4,0.1036,244.34,49.96,C13242
ORD-106182,2016-09-18,West,Colorado,Corporate,Office Supplies,2,0.0296,39.76,8.9,C13835
ORD-106183,2016-01-07,East,Pennsylvania,Consumer,Furniture,6,0.1159,961.4,42.85,C11729
ORD-106184,2015-03-16,South,Oklahoma,Home Office,Office Supplies,1,0.0848,86.5,17.76,C13571
ORD-106185,2015-01-05,West,Utah,Consumer,Technology,5,0.1509,645.71,75.81,C12241
ORD-106186,2017-04-17,Central,Kansas,Corporate,Office Supplies,3,0.0576,191.49,29.49,C12315
ORD-106187,2017-01-04,West,Utah,Corporate,Furniture,2,0.2043,637.35,10.79,C13467
ORD-106188,2015-07-19,South,Louisiana,Corporate,Technology,1,0.0621,247.0,-35.88,C11593
ORD-106189,2017-12-08,Central,Illinois,Corporate,Office Supplies,4,0.1596,293.81,33.59,C10046
ORD-106190,2017-10-09,East,New York,Corporate,Office Supplies,3,0.0113,159.55,28.86,C13805
ORD-106191,2016-04-09,South,Alabama,Corporate,Office Supplies,4,0.0242,206.44,41.47,C13017
ORD-106192,2014-06-10,Central,Ohio,Consumer,Office Supplies,3,0.1596,151.1,10.92,C10241
ORD-106193,2015-07-20,East,Pennsylvania,Consumer,Technology,4,0.0859,674.42,74.01,C13639
ORD-106194,2017-12-11,Central,Minnesota,Consumer,Furniture,6,0.0766,1373.31,160.33,C10582
ORD-106195,2017-07-19,East,Massachusetts,Consumer,Office Supplies,5,0.0591,306.74,-33.22,C11638
ORD-106196,2014-03-04,East,Georgia,Corporate,Furniture,3,0.026,443.81,-14.9,C10650
ORD-106197,2014-10-20,Central,Kansas,Consumer,Technology,3,0.1448,1251.93,32.15,C13378
ORD-106198,2014-01-05,West,Utah,Consumer,Office Supplies,4,0.0667,222.5,40.68,C10904
ORD-106199,2017-11-24,West,Nevada,Corporate,Technology,4,0.2857,578.7,-29.32,C13652
ORD-106200,2017-11-05,East,Pennsylvania,Consumer,Office Supplies,2,0.1527,76.81,10.72,C10417
ORD-106201,2014-11-03,West,Arizona,Corporate,Technology,2,0.0682,493.4,59.0,C10716
ORD-106202,2017-01-23,East,Florida,Consumer,Furniture,2,0.0549,466.87,30.49,C12066
ORD-106203,2017-12-15,West,Washington,Consumer,Office Supplies,2,0.1248,188.89,31.93,C13997
ORD-106204,2014-12-02,West,Oregon,Home Office,Technology,3,0.0862,593.26,-118.96,C13609
ORD-106205,2016-11-29,South,Oklahoma,Consumer,Office Supplies,4,0.0259,226.64,22.7,C11356
ORD-106206,2015-05-11,Central,Missouri,Corporate,Furniture,1,0.0721,123.98,-3.0,C11518
ORD-106207,2015-09-18,East,North Carolina,Corporate,Furniture,4,0.1811,621.46,58.03,C10338
ORD-106208,2014-03-05,East,Pennsylvania,Consumer,Office Supplies,4,0.1809,204.46,3.32,C11321
ORD-106209,2016-11-13,West,Washington,Consumer,Furniture,4,0.0181,559.05,60.06,C12486
ORD-106210,2015-12-29,West,California,Consumer,Office Supplies,2,0.0893,132.59,14.37,C13805
ORD-106211,2017-03-09,Central,Iowa,Consumer,Office Supplies,4,0.1811,271.53,23.95,C13188
ORD-106212,2014-09-07,West,Washington,Consumer,Technology,3,0.0747,405.7,19.83,C13639
ORD-106213,2015-12-31,West,Washington,Consumer,Office Supplies,4,0.1223,259.42,38.3,C10207
ORD-106214,2014-03-28,East,Massachusetts,Consumer,Furniture,4,0.0368,964.83,126.68,C12363
ORD-106215,2015-03-28,South,Kentucky,Corporate,Technology,4,0.1022,562.98,30.59,C13248
ORD-106216,2016-12-19,Central,Kansas,Corporate,Office Supplies,3,0.1789,152.96,20.4,C13977
ORD-106217,2017-10-08,South,Oklahoma,Home Office,Furniture,5,0.0059,1192.71,249.05,C12129
ORD-106218,2017-06-10,Central,Minnesota,Home Office,Office Supplies,5,0.0674,256.94,26.91,C10217
ORD-106219,2016-07-17,West,Nevada,Consumer,Furniture,2,0.2174,628.94,79.61,C13451
ORD-106220,2014-05-08,South,Tennessee,Consumer,Technology,2,0.219,477.54,7.27,C13149
ORD-106221,2017-10-20,West,Washington,Consumer,Office Supplies,4,0.0195,426.25,75.16,C13572
ORD-106222,2015-07-18,East,Pennsylvania,Consumer,Furniture,2,0.3307,169.77,10.78,C13095
ORD-106223,2014-01-09,South,Tennessee,Consumer,Technology,1,0.2179,195.32,4.01,C13653
ORD-106224,2015-05-27,Central,Michigan,Consumer,Technology,5,0.216,1523.4,228.72,C12724
ORD-106225,2017-11-04,Central,Minnesota,Consumer,Office Supplies,5,0.1323,266.61,53.49,C11354
ORD-106226,2014-04-08,West,Arizona,Home Office,Technology,3,0.1405,453.26,58.5,C12059
ORD-106227,2015-11-21,East,Florida,Consumer,Office Supplies,3,0.1343,190.26,-27.83,C11983
ORD-106228,2016-10-15,East,Pennsylvania,Consumer,Furniture,3,0.1075,559.63,42.3,C13204
ORD-106229,2016-03-26,South,Arkansas,Consumer,Office Supplies,2,0.1132,67.22,8.59,C11883
ORD-106230,2016-12-18,South,Tennessee,Consumer,Furniture,2,0.0759,379.43,59.78,C12687
ORD-106231,2017-12-04,East,Pennsylvania,Consumer,Technology,7,0.1068,2095.61,418.22,C11161
ORD-106232,2017-08-30,East,New York,Home Office,Furniture,3,0.1742,664.86,39.29,C10804
ORD-106233,2015-03-23,South,Texas,Corporate,Technology,7,0.2452,1356.9,262.88,C10874
ORD-106234,2016-08-27,Central,Ohio,Corporate,Office Supplies,2,0.1459,85.56,20.08,C12722
ORD-106235,2014-03-21,South,Kentucky,Corporate,Office Supplies,1,0.2159,95.79,13.01,C10726
ORD-106236,2014-07-26,East,Massachusetts,Corporate,Office Supplies,2,0.2059,89.02,22.45,C13373
ORD-106237,2015-03-20,East,Florida,Consumer,Office Supplies,1,0.3042,58.53,6.53,C12186
ORD-106238,2015-02-18,East,Florida,Corporate,Office Supplies,4,,134.13,4.87,C11418
ORD-106239,2017-06-10,South,Louisiana,Consumer,Office Supplies,1,0.0572,70.01,11.29,C13368
ORD-106240,2015-02-14,Central,Iowa,Consumer,Technology,4,0.0432,1133.3,315.54,C10699
ORD-106241,2017-09-11,Central,Illinois,Consumer,Office Supplies,3,0.097,490.66,53.99,C13387
ORD-106242,2015-04-05,Central,Kansas,Consumer,Office Supplies,3,0.0794,263.05,46.42,C13594
ORD-106243,2016-08-09,West,Colorado,Corporate,Furniture,2,0.0997,681.23,-48.6,C10993
ORD-106244,2017-10-23,East,New Jersey,Corporate,Technology,3,0.1453,595.54,25.98,C13949
ORD-106245,2017-06-10,West,Washington,Consumer,Furniture,3,0.1421,450.68,13.71,C11828
ORD-106246,2014-06-12,South,Louisiana,Corporate,Furniture,4,0.0103,608.87,36.85,C10641
ORD-106247,2016-05-13,South,Tennessee,Corporate,Office Supplies,6,0.2269,200.68,41.0,C10454
ORD-106248,2016-08-21,Central,Ohio,Corporate,Office Supplies,3,0.0122,166.19,45.07,C11191
ORD-106249,2015-02-11,West,Arizona,Consumer,Furniture,4,0.2144,376.05,23.73,C10618
ORD-106250,2014-12-04,South,Texas,Corporate,Office Supplies,3,0.0138,227.86,32.73,C13626
ORD-106251,2015-03-16,East,Virginia,Home Office,Furniture,4,0.0692,923.4,93.74,C12379
ORD-106252,2015-12-08,West,Nevada,Consumer,Office Supplies,3,0.0927,162.93,33.13,C11112
ORD-106253,2015-03-27,West,Idaho,Home Office,Furniture,3,0.1525,357.7,5.27,C11425
ORD-106254,2016-01-02,South,Texas,Corporate,Furniture,3,0.1314,438.87,23.56,C11144
ORD-106255,2016-07-08,South,Oklahoma,Home Office,Office Supplies,2,0.0637,151.49,-43.96,C13108
ORD-106256,2016-10-30,East,Pennsylvania,Consumer,Office Supplies,3,0.1657,182.17,25.55,C11521
ORD-106257,2015-01-18,South,Oklahoma,Consumer,Office Supplies,5,0.0654,525.95,40.88,C12283
ORD-106258,2017-10-07,South,Louisiana,Consumer,Office Supplies,1,,59.4,6.91,C13918
ORD-106259,2016-10-16,West,California,Home Office,Office Supplies,2,0.1038,284.4,51.85,C10448
ORD-106260,2017-09-27,South,Tennessee,Consumer,Office Supplies,5,0.1203,254.25,47.77,C10840
ORD-106261,2014-11-22,Central,Illinois,Corporate,Furniture,2,0.2594,202.43,13.57,C11143
ORD-106262,2014-02-12,West,Utah,Corporate,Office Supplies,3,0.0698,275.57,56.12,C10122
ORD-106263,2017-07-25,West,Utah,Home Office,Furniture,2,0.0513,239.26,19.27,C11615
ORD-106264,2017-05-09,East,Massachusetts,Consumer,Furniture,2,0.1195,436.92,53.1,C13042
ORD-106265,2014-11-15,Central,Iowa,Consumer,Office Supplies,3,0.1731,105.54,17.53,C11589
ORD-106266,2016-11-24,West,Nevada,Consumer,Office Supplies,4,0.0664,390.64,57.34,C12184
ORD-106267,2015-04-12,East,Georgia,Corporate,Furniture,4,0.1139,943.6,148.02,C10370
ORD-106268,2015-05-25,West,Arizona,Consumer,Office Supplies,6,0.1534,295.43,33.47,C13730
ORD-106269,2015-12-19,South,Texas,Consumer,Technology,4,0.0376,1232.23,181.71,C13628
ORD-106270,2015-12-24,East,Florida,Consumer,Office Supplies,3,0.1091,308.65,43.29,C12690
ORD-106271,2014-02-10,East,Massachusetts,Corporate,Furniture,1,0.2121,243.15,9.38,C12825
ORD-106272,2016-12-20,West,Utah,Corporate,Technology,3,0.0643,702.4,53.35,C13421
ORD-106273,2014-05-18,West,Colorado,Consumer,Technology,4,0.0488,1163.98,249.85,C12498
ORD-106274,2017-10-10,East,New York,Consumer,Technology,3,0.048,983.8,174.88,C10886
ORD-106275,2015-06-26,South,South Carolina,Consumer,Furniture,3,0.0181,528.25,44.18,C13936
ORD-106276,2014-08-04,Central,Michigan,Consumer,Office Supplies,3,0.0891,109.45,12.01,C13972
ORD-106277,2014-08-03,South,Arkansas,Home Office,Office Supplies,1,,69.4,10.52,C13578
ORD-106278,2016-10-19,West,Oregon,Corporate,Furniture,5,0.1013,1480.1,128.19,C12853
ORD-106279,2016-06-21,South,South Carolina,Corporate,Furniture,3,0.01,291.88,36.07,C12878
ORD-106280,2016-10-18,Central,Illinois,Corporate,Technology,4,0.1626,1735.71,300.73,C11510
ORD-106281,2015-11-02,South,South Carolina,Home Office,Technology,5,0.0241,578.85,111.05,C12584
ORD-106282,2017-10-21,West,Nevada,Consumer,Technology,2,0.0586,442.48,57.3,C11186
ORD-106283,2016-01-16,East,Massachusetts,Home Office,Technology,2,0.1172,352.11,40.17,C11885
